autor,partido,uf,discurso,data,id_sessao
Rodrigo Maia,DEM,RJ,"Como vota a Minoria, Deputada Jandira Feghali?",10/07/2019,191
JANDIRA FEGHALI,PCdoB,RJ,"Sr. Presidente, eu quero juntar o tempo da orientação com o tempo de Líder, totalizando 8 minutos. Sr. Presidente, em primeiro lugar, esta bandeira do Brasil é de todo o povo brasileiro, não é propriedade de nenhum partido. Mas, certamente, alguns aqui que seguram esta bandeira não têm autoridade para segurá-la, porque batem continência para a bandeira americana. (Palmas.) Em segundo lugar, alguns seguraram essa bandeira representando durante 21 anos a ditadura militar, aquela que exilou Miguel Arraes, Leonel Brizola, João Amazonas, José Dirceu. Torturaram, mataram, segurando a bandeira verde-amarela contra a liberdade e contra a democracia. Nós não podemos aceitar que essas vozes falem em nome da maioria do povo brasileiro. Quero dizer também que em nome desta bandeira não se pode mentir e vender o Brasil, vender o direito da grande maioria. Esta Liderança da Minoria, composta pelos partidos de oposição, tem o nome de minoria aqui dentro, mas é maioria lá fora, porque representa a grande maioria da sociedade brasileira. (Palmas.) Aqui estou eu, Líder da Minoria, com os nossos Vice-Líderes da Oposição. Temos aqui os Deputados Lídice da Mata, Alice Portugal, Marcelo Freixo, José Guimarães, Afonso Florence, Túlio Gadelha. Temos aqui também o Deputado Vilson, o Deputado Pompeo. Temos aqui ainda Deputados que compõem esta Minoria, que representa os partidos de Oposição e que aqui neste momento se coloca na resistência, confrontando, sim, as mentiras que são ditas por este Governo, por aqueles que representam a sua base e pelos que neste momento traem o seu povo, somando argumentos que não correspondem à realidade. Ora, é a Previdência que leva ao desemprego e tira recurso da saúde e da educação? Por favor, vocês estão colocando abono salarial contra a vacina, vocês estão colocando pensão por morte de 1 salário mínimo contra vaga na escola! Isso é uma mentira! Não é a Previdência que tira emprego. O que tira emprego é esse Ministro da Economia medíocre, que não consegue enfrentar as políticas de investimento, as políticas de crédito e que não tem uma única proposta para geração de emprego neste País. Hoje, o que vocês apresentam para a sociedade brasileira é nada. O que vocês apresentam é uma política fiscal que bate apenas nos mais pobres deste País. E não conseguem fazer uma proposta de política tributária que enfrente os reais interessados nesta proposta: o mercado financeiro, o capital financeiro. E precisam dizer à sociedade brasileira que, de fato, o acordo feito aqui dentro... Não somos nós que estamos dizendo isso. Aviso aos Líderes do centro e do PSL que não somos nós que estamos dizendo que os Deputados foram comprados. A grande imprensa divulgou os acordos. A grande imprensa divulgou o crime contra a Lei Orçamentária. Isso está no art. 142 da LDO, que diz que a execução da Lei Orçamentária e dos créditos adicionais obedecerá aos princípios da legalidade, da impessoalidade, da moralidade, da publicidade, não podendo ser utilizada para influir na apreciação de proposições legislativas em tramitação no Congresso Nacional. Isso que estão fazendo com recursos da saúde, como foi admitido pelo Ministro da Saúde, é crime de responsabilidade, é crime cometido contra a Lei Orçamentária. Isso não pode ser cumprido. Vocês estão sendo enganados, vocês tiveram dinheiro empenhado que não pode ser liberado. Isso é o chamado é dando que não se recebe, porque vocês estão cometendo um crime, estão vendendo o Brasil, estão vendendo direitos, por um dinheiro que não poderão receber. Já perderam uma liminar na Justiça e perderão outras. Esse acordo, além de criminoso, é imoral, é ilegítimo e é ilegal. Vocês estão entregando o Brasil, vendendo direitos por tostões, como o direito das viúvas, dos órfãos, dos trabalhadores rurais, do povo pobre deste País. Parem de mentir! Tenham vergonha de fazer o que estão fazendo hoje no Congresso Nacional. (Palmas.) Esse tipo de votação que está sendo executada aqui hoje vai deixar a descoberto os aposentados, o abono salarial e todo tipo de direito de quem hoje não tem. Muitos aqui nem sequer leram a Constituição brasileira. Foi na luta pela liberdade e pela democratização deste País que se escreveu a Constituição brasileira. Talvez, aqui, muitos digam: Eu não era nascido na época . De fato, muitos aqui não eram nascidos quando se escreveu essa Constituição, mas quem aqui chegou precisa ler pelo menos uma vez o texto constitucional, porque ninguém pode sentar nestas cadeiras sem entender o que diz a Carta Magna brasileira, e essa Carta Magna diz que a Seguridade Social é a proteção do Estado. No momento em que temos idosos dormindo na rua, que temos 28 milhões de pessoas desempregadas e desalentadas, que temos mulheres, especialmente mulheres negras, precarizadas, que não temos perspectiva de futuro para a juventude, é a hora em que mais se precisa do Estado. E é nessa hora que vocês tiram o Estado brasileiro do povo, é nessa hora que vocês retiram a possibilidade de a população brasileira ter proteção. Sabem para quê? Para entregar isso para os bancos, para o capital financeiro. Vocês tiram o direito a um salário mínimo de pensão da mulher rural. Vocês estão tirando o cálculo de um benefício de 60%. É nessa hora que vocês retiram o direito do povo pobre deste País, que só tem o benefício previdenciário para suprir sua família. Não venham dizer que isso salva o Brasil. É mentira! Hipócritas! Mentirosos! Vocês estão entregando o Brasil à custa do povo brasileiro! Não à reforma! Mentira! Reforma injusta! Lei injusta! Reforma injusta! Hipócritas!(Manifestação no plenário: Reforma injusta! Reforma injusta! Reforma injusta!) Isso que vocês estão fazendo é mentira, é canalhice! Dizem que vai jorrar investimento, mas, não: o que vai jorrar é povo pobre, idoso pobre na rua! Não à reforma! (Manifestação no plenário: Reforma injusta! Reforma injusta! Reforma injusta!)",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Tem a palavra o Deputado Marcel Van Hattem, do NOVO, pelo tempo da Liderança acrescido do tempo de orientação de bancada. (Pausa.)",10/07/2019,191
VINICIUS POIT,NOVO,SP,"Pessoal, este é um momento de concretização de um trabalho duro, este é um momento de vitória, este é um momento de realização, de subirmos aqui com este time Š Paulo Ganime, Marcel Van Hattem, Tiago Mitraud, Gilson Marques, Lucas Gonzalez, Alexis, Adriana Ventura, que está aqui me beliscando para falar e que é nossa representante na bancada feminina, que fez muito bonito ontem na Câmara. Este é um momento de vitória para o Brasil, é o momento de dizer que esta Previdência é para todos, é o momento de dizer que a Previdência não é para o partido A ou para o partido B, para a Esquerda ou para a Direita a Previdência é para o Brasil, gente! Esta é uma Previdência que contempla, sim, os professores, contempla, sim, os profissionais da segurança pública. É uma Previdência que contempla os mais pobres, porque vai diminuir a alíquota deles de 8% para 7,5%. É uma Previdência que acaba com os privilégios. É uma Previdência que fará com que, daqui para frente, o político, a elite do Judiciário e a elite do funcionalismo público não tenham uma aposentadoria que o povo nem sonha em ter. Nós subimos aqui com a bancada do NOVO alinhada, unida, com orgulho da missão cumprida. Mas este é o primeiro passo para termos o Brasil do futuro, o primeiro passo para termos o Brasil do presente. É o primeiro passo para que a reforma passe amanhã no segundo turno, para vir a reforma tributária, o pacote anticrimes, as privatizações de que o Brasil precisa, a eficiência no setor público de que o Brasil precisa. O Governo, gente, tem que cuidar de educação básica, de saúde e de segurança pública, focar no que é prioritário para todo brasileiro ter as mesmas oportunidades, todo brasileiro ter o direito de chegar lá. Deputados e Deputadas, estamos representando aqui brasileiros que provavelmente não estão vendo a TV Câmara, que não estão ouvindo este discurso, não estão ouvindo esta fala. Nós representamos brasileiros que estão no ônibus agora, que pegam dois, três busões para chegar a casa. Nós representamos o brasileiro empreendedor, batalhador, o brasileiro que paga imposto e provavelmente não vai ver este vídeo. São centenas de milhões de brasileiros que esperam por um mundo melhor, que sonham grande, que querem que sobre mais dinheiro no bolso para levar comida para casa. São esses os brasileiros que representamos quando tomamos a decisão hoje, neste plenário da Câmara dos Deputados. Com esta finalização, gostaria de passar a palavra para o nosso Líder, o Líder do NOVO, que nos representou, que nos orientou Š temos muito orgulho de V.Exa., Deputado Marcel Š a votar sim, pela reforma da Previdência sim, pelo Brasil sim, pelo fim dos privilégios sim, por um Brasil novo de verdade. Deputado Marcel, por favor.",10/07/2019,191
MARCEL VAN HATTEM,NOVO,RS,"Caros colegas Deputados e Deputadas, brasileiros e brasileiras, nós do Partido Novo, unidos, queremos aqui também representar a união do Brasil de bem, do Brasil que sonha com um futuro melhor e que sabe que esse futuro se constrói no presente, que não se constrói com alternativas mirabolantes, com ideias que surgem inclusive daqueles que não as aplicaram quando foram governo. Pelo contrário. Quando foram governo nos roubaram, destruíram o nosso País. Este é o momento em que o Brasil verde e amarelo, o Brasil de bem, dá a resposta. Esta reforma não é do Governo, não é do Paulo Guedes, não é do NOVO. Esta reforma é do Brasil! Feliz de quem distribuiu as bandeiras verde-amarelas aqui no nosso plenário, para demonstrar que a nossa bandeira jamais será vermelha. (Exibe bandeira.) A nossa bandeira é aquela que une os brasileiros. (Palmas e apupos.) Sim à reforma da Previdência! Sim ao Brasil!",10/07/2019,191
Rodrigo Maia,DEM,RJ,Tem a palavra o Deputado Alessandro Molon.,10/07/2019,191
ALESSANDRO MOLON,PSB,RJ,"Sr. Presidente, eu peço a V.Exa. que agregue ao meu tempo...",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Pode falar, Deputado.",10/07/2019,191
ALESSANDRO MOLON,PSB,RJ,"Muito obrigado. Sr. Presidente. Sras. e Srs. Parlamentares, há pouco o Líder do Democratas, o Deputado Elmar Nascimento, subiu à tribuna para dizer que ninguém neste plenário nega a necessidade de mudanças na Previdência. E ele tem razão. Nós da Oposição, em momento algum, negamos a necessidade de mudanças e de ajustes na Previdência Social brasileira, para torná-la mais sustentável, mas o que nós da Oposição discutimos, sim, desde o começo, foi a qualidade da reforma que deve ser feita. Por isso, nós estamos dizendo nesta noite que esta reforma da Previdência que o Governo Bolsonaro e seus aliados aqui na Casa querem aprovar, esta nós não apoiamos. E não apoiamos porque esta reforma olha apenas os números da Previdência. Nós da Oposição, quando olhamos os números, por trás dos números vemos as pessoas. Por trás de cada um desses números há vida de gente, de gente que não vai poder se aposentar se esta reforma passar. Nós da Oposição temos compromisso com a responsabilidade fiscal, mas temos, ao mesmo tempo e do mesmo tamanho, compromisso com a responsabilidade social. Esta reforma da Previdência que se quer votar aqui nesta noite é, do ponto de vista social, irresponsável. Nós da Oposição participamos do debate, apresentamos propostas. Os nossos partidos Š PDT, PSB, PT, PCdoB, PSOL e REDE Š apresentamos emendas, conquistamos várias vitórias para o povo brasileiro. Retiramos a proposta relativa ao BPC, que ia acabar com a vida das pessoas em situação de miséria. Retiramos as piores regras para os trabalhadores rurais. Retiramos a capitalização. Alteramos a fórmula de cálculo, que tinha um erro. Conseguimos garantir a atualização dos benefícios. Retiramos, com a nossa luta, a proposta que representaria o fim do BNDES, que perderia todos os recursos. Conseguimos aumentar a taxação sobre bancos. Apesar desses muitos avanços que nós da Oposição, com muita luta, ajudamos a conquistar, muitas das nossas propostas não foram acolhidas. Eu cito três exemplos: o de um garçom que trabalha nesta Casa, para o qual faltam 3 anos para se aposentar na atual regra, um homem que trabalha desde os 12 anos de idade e ganha menos de 2 mil reais como terceirizado nesta Casa e que, por causa desta proposta de reforma, em vez de 3 anos, terá que trabalhar por mais 14 anos e meio. Pergunto aos colegas que pretendem ainda votar nesta proposta: Isso é justo? Isso é combate a privilégio? É justo impor a uma viúva ou a um viúvo uma pensão inferior a 1 salário mínimo? É justo aumentar o tempo mínimo de contribuição de 15 anos para 20 anos, excluindo milhões de brasileiros, os mais pobres, que jamais conseguirão se aposentar, quando países que têm populações mais velhas que a brasileira exigem tempo de contribuição menor? Em Portugal, na Espanha e na Áustria, são 15 anos nos Estados Unidos, no Japão e no Reino Unido, 10 anos na Alemanha, 5 anos na Bélgica, na Noruega, na Suécia e na Dinamarca, nenhum ano é exigido como tempo mínimo de contribuição. É claro que quem contribuiu por menos tempo tem um benefício menor, mas não se impõe uma regra de acesso que exclua, na velhice, pessoas da aposentadoria, que ficarão condenadas à miséria. Portanto, por todas essas injustiças que atacam o povo pobre e trabalhador, que atacam as classes médias que nós da Oposição também defendemos, não votaremos nesta proposta de reforma da Previdência. A grande diferença entre uma reforma justa e uma injusta é a dose. É a dose que diferencia o que é remédio do que é veneno. Um remédio indicado para determinada doença, na dose errada, mata o paciente. Esta reforma vai fazer mais mal ao Brasil, porque, além de tudo, é recessiva. Ela pagará pensões menores, impedirá o acesso à aposentadoria. Menos gente terá dinheiro para comprar, menos investimentos serão feitos, menos empregos serão gerados, e menos a Previdência arrecadará, o que causará ainda mais desequilíbrio no médio prazo, por causa da perda de receita que esta reforma, a médio e longo prazos, irá causar. Nós da Oposição temos o orgulho de levantar a bandeira brasileira. E essa bandeira, como já foi dito aqui, é do povo brasileiro. (Exibe bandeira.) Mas, para levantá-la com orgulho, é preciso honrar o povo brasileiro com seus gestos e com seus votos. Não é possível, com uma das mãos, erguer a bandeira brasileira e, com a outra, arrancar direitos do seu povo. Não é correto, com uma das mãos, erguer a bandeira brasileira e, com a outra, estender uma colher de veneno para o povo sofrido, pobre e trabalhador. Portanto, é preciso não apenas levantar a bandeira brasileira, mas também honrá-la com seu atos. É o que a Oposição fará aqui nesta noite. Eu quero, neste fim de encaminhamento e de orientação, fazer um especial agradecimento a todos os partidos de oposição, que com muita determinação se dedicaram e participaram dos debates da reforma. Quero agradecer aos Líderes que vão votar diferente de nós, mas que há pouco reconheceram a honradez, a altivez, a determinação, a coragem, a seriedade e a qualidade com que a Oposição cumpriu o seu papel. Se estivéssemos no Governo, certamente faríamos ajustes na Previdência, mas não faríamos estes ajustes que vão condenar milhões de brasileiros à miséria e à não aposentadoria. Quero fazer um agradecimento especial aos Vice-Líderes da Oposição, ao Deputado Aliel Machado, ao Deputado Gervásio Maia, ao Deputado Henrique Fontana, ao Deputado Paulo Teixeira, ao Deputado Ministro Patrus Ananias, ao Deputado Chico D'Angelo, do PDT, às Deputadas e aos Deputados honrados do PSOL, do PDT, do PCdoB e do PSB, da REDE, à Deputada Joenia Wapichana, que, com muito brilhantismo e muita coragem, participou de todas as audiências da Comissão. Senhoras e senhores, é pelo nosso compromisso com o Brasil, é pelo nosso respeito ao povo brasileiro que nós votaremos não a esta reforma. Em respeito e em amor ao Brasil e ao povo brasileiro, a Oposição diz não a esta reforma, Presidente. (Palmas.) (Manifestação no plenário: Essa não! Essa não! Essa não!)",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Como vota o Avante? Tem V.Exa. a palavra pela Liderança e para a orientação da bancada, Deputada Greyce Elias.",10/07/2019,191
GREYCE ELIAS,AVANTE,MG,"Excelentíssimo Presidente, Sras. e Srs. Deputados, brasileiras e brasileiros, é com muita alegria que hoje o Avante vem aqui manifestar o seu apoio a esta reforma tão importante para o Brasil. Eu quero iniciar o meu pronunciamento agradecendo a confiança do Presidente Nacional do Avante, o Deputado Luis Tibé, e do partido na indicação do meu nome para membro titular da Comissão Especial que vive um momento importante de retomada do Brasil. Nós sabemos que hoje 13 milhões de pessoas estão desempregadas, que empresas estão fechando, que os jovens estão sem esperança, que pais e mães estão sem um norte para buscar um futuro para os seus filhos. Nós sabemos da responsabilidade deste Parlamento de votar, na noite de hoje, este primeiro turno da reforma previdenciária do Brasil. Quando recebemos, a 90 dias atrás, este projeto, muitas coisas precisavam ser modificadas. Muitos debates foram enfrentados Š em alguns vencemos, em outros fomos vencidos. Temos certeza de que esta PEC 06, da Nova Previdência, vai ser um alicerce para a reconstrução do nosso País. Houve muitas vitórias, houve muitas conquistas Š BPC, ruralistas, garimpeiros e mulheres Š, mas outros setores, infelizmente, não foram contemplados na nossa totalidade de interesses, para que pudessem ser representados. Entendemos que todos nós precisamos dar a nossa parcela de contribuição para o País. Estamos dando a nossa parcela com muita responsabilidade, a de votar em primeiro turno este projeto, a de dizer sim a este projeto que o Governo encaminhou para esta Casa. Nós sabemos, infelizmente, que 1,5 milhão de jovens estão fora das escolas, que apenas 30% das crianças estão nos centros de educação, que 60 milhões de brasileiros estão endividados, ou seja, que a realidade é muito triste. Para enfrentar isso, precisamos ter coragem. O Brasil tem pressa, e não podemos esperar. Na noite de hoje, o Avante dá a sua parcela de contribuição para a retomada do crescimento do Brasil, para a retomada da geração de renda e de emprego, para a construção de um futuro melhor para a nossa Nação. Todos sabem que eu estou grávida de 5 meses. Espero que o Brasil seja um país melhor para os meus filhos, para os seus filhos, para todos nós brasileiros. Nós precisamos investir 200 bilhões todos os anos, para cobrir o rombo da Previdência. Esse dinheiro deveria ser investido em educação, saúde e segurança. Então, é inadmissível continuarmos com este sistema previdenciário. Hoje daremos a nossa parcela de contribuição. Fica aqui registrada a minha gratidão à Comissão Especial, à Consultoria da Casa, à Consultoria do meu partido, à Liderança do Avante, a todos os partidos que darão o voto de confiança, para o Brasil voltar a crescer. Nós precisamos fazer com que os empresários tenham segurança jurídica para investir no Brasil. Para terem segurança jurídica, esta reforma tem que ser votada. Esta é apenas a primeira de várias outras ações que esta Casa promoverá. Faremos a reforma tributária, a discussão do pacto federativo, a desburocratização das nossas leis e outras reformas mais, para que, assim, o Brasil retome o seu crescimento. Daremos a cada cidadão brasileiro a oportunidade de viver num Brasil melhor. Muito obrigada, Sr. Presidente. Obrigada, Deputados. Obrigada, Avante. Avante, Brasil!",10/07/2019,191
Rodrigo Maia,DEM,RJ,Como vota o PV?,10/07/2019,191
LEANDRE,PV,PR,"Sr. Presidente, é importante ressaltar que este texto que nós votamos hoje é bem diferente daquele apresentado pelo Governo. Significativas foram as mudanças trazidas por esta nova proposta. A nossa bancada tem divergências em pontos específicos da reforma. Isso porque todos nós do PV queremos o melhor para as pessoas, mas também temos consciência de que o sistema previdenciário tem que ter critérios que seja capaz de cumprir. Do contrário, lá na frente vai ser muito pior para aqueles que ainda não se aposentaram e, principalmente, vai comprometer aqueles que já estão aposentados. Então, Sr. Presidente, o PV vai liberar a sua bancada, para que os seus Parlamentares votem de acordo com a sua consciência. O PV libera a bancada. O tempo da Liderança nós vamos usar mais para a frente.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Está bem. Obrigado. Como vota o PSL, Deputado Delegado Waldir? (Pausa.) Como vota o PSL ou o Governo? Quem vai falar primeiro? O PSL ou o Governo? (Pausa.) Com a palavra, pela Liderança do PSL, o Deputado Delegado Waldir.",10/07/2019,191
DELEGADO WALDIR,PSL,GO,"Brasileiras e brasileiros, neste momento importante nesta Casa, eu quero primeiramente agradecer a Deus, porque sem Ele nenhum de nós estaria aqui neste local. Neste momento, nós não viemos falar de ódio, falar de confronto, mas, sim, de respeito. Não somente respeito à Oposição, mas a todos os partidos de Oposição e a cada Parlamentar que se propôs a debater a reforma da Previdência. Não temos ódio. Nós estamos aqui pelo Brasil. Neste momento, quero fazer um agradecimento todo especial ao grande condutor desta reforma. Sem essa pessoa, com certeza, nós não teríamos chegado a este momento tão importante. Minha especial homenagem é ao Presidente desta Casa, o Deputado Rodrigo Maia. Sem o Presidente Rodrigo Maia, nós não chegaríamos a este momento. (Palmas.) Ele é um liberal que respeita todos os partidos, todos os Parlamentares, da Oposição ou não. (Palmas.) (Manifestação no plenário: Boa, Rodrigo! Brasil! Brasil! Aí, Presidente! Orgulho, Rodrigo! Valeu, Presidente! Rodrigo! Rodrigo!) Sem o nosso Presidente, com certeza, nós não teríamos chegado a este momento. Eu me emociono ao dizer que o nosso Presidente é um cara liberal, diferenciado. É, sem dúvida, a pessoa que eu mais admiro neste momento, que está fazendo uma transformação no Brasil, devolvendo o Brasil às pessoas mais pobres. Ele vai devolver ao Brasil a saúde, a educação, a segurança. É ele, ele é o cara! O meu respeito, Deputado Rodrigo!",10/07/2019,191
Rodrigo Maia,DEM,RJ,Obrigado.,10/07/2019,191
DELEGADO WALDIR,PSL,GO,"E eu queria ir adiante. Eu queria agradecer a cada Parlamentar do PSL pela fidelidade. Gostaria de agradecer a cada Parlamentar que trabalhou em cada Comissão. Queria começar pelo Deputado Felipe Francischini, jovem, ousado, que deu um show na Comissão de Constituição e Justiça, e pelo Deputado Delegado Marcelo Freitas. Não poderia deixar de falar do meu amigo Deputado Marcelo Ramos, que está ali ao centro da mesa e que fez uma condução magistral na Comissão Especial. E, agora, ressalto o nosso Relator, o Deputado Samuel Moreira, meu companheiro, meu parceiro do PSDB. (Palmas.) Espetacular, Deputado Samuel! Obrigado. Gostaria de agradecer a cada uma dessas mulheres maravilhosas que ajudaram na condução desse projeto. Quero agradecer ao Deputado Arthur Lira, um cara fantástico, um grande condutor também, que afiançou essa reforma. Agradeço ao Deputado Wellington Roberto, ao Deputado André de Paula, ao Deputado Jhonatan de Jesus, ao Deputado Carlos Sampaio, meu Líder no PSDB, ao Deputado Elmar Nascimento, do DEM, um cara espetacular, que ouviu e permitiu avançar na questão da segurança pública, ao Deputado Augusto Coutinho, ao Deputado José Nelto, ao Deputado André Ferreira, ao Deputado Daniel Coelho, ao Deputado Pedro Lucas Š desculpem-me por citar os nomes, mas eu gostaria de fazer um testemunho sobre cada uma dessas pessoas Š, ao Deputado Baleia Rossi, ao Deputado Luis Tibé, ao Deputado Fred Costa, ao Deputado Marcelo, do NOVO, à Deputada Leandre, que, mesmo com a divisão no partido, votou favoravelmente à reforma. E eu não poderia esquecer o nosso Líder do Governo, Deputado Major Vitor Hugo, que está aqui comigo. Também quero lembrar do meu irmão Deputado Agnaldo, um cara fantástico, sem o qual nós não teríamos essa condução. Também quero citar a nossa Líder Deputada Joice Hasselmann. A cada um de V.Exas. o agradecimento não meu, mas do Brasil. Nós vamos devolver o Brasil aos brasileiros. Nós vamos fazer isso de forma pacificada, com a possibilidade de amanhã ou depois a Bolsa de Valores arrebentar em mais um pique e o dólar cair. Lembrei-me de todos Š eu fiz uma cola aqui, porque sem a cola não seria possível fazer esse agradecimento. Então, passo aqui só para deixar o meu agradecimento. Nós vamos devolver o Brasil aos brasileiros. E queria lembrar a V.Exas. que esta não é uma reforma reforma quem fez foi Lula e Dilma. Nós estamos trazendo uma nova Previdência. Nós estamos fazendo uma nova Previdência. (Palmas.) E aqueles que falam não à reforma da Previdência estão falando não aos mais pobres, não à segurança pública, não à saúde, não à educação e não à segurança. Só para finalizar, Sr. Presidente, eu queria fazer um apelo aos Presidentes dos partidos de Oposição. Por favor! Eu queria fazer um apelo aos Presidentes dos partidos de Oposição: por favor, não punam os Deputados que vão votar com o Brasil, com as pessoas mais pobres. (Palmas.) Por favor, não punam! Se por acaso algum Parlamentar for punido, eu garanto que em qualquer dos partidos do Centro e no PSL haverá portas abertas e vagas, para eles migrarem para o Brasil. Muito obrigado, Srs. Parlamentares! Muito obrigado, povo brasileiro! Agradeço a cada um de V.Exas.! Fiquem com Deus! (Palmas.)",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Obrigado, Deputado Delegado Waldir. Pela Liderança do Governo, tem a palavra o Deputado Major Vitor Hugo.",10/07/2019,191
MAJOR VITOR HUGO,PSL,GO,"Sr. Presidente, Sras. e Srs. Deputados, é uma honra muito grande poder participar deste momento histórico. Tenho certeza de que também o é de modo muito especial para todos os Deputados que são de primeiro mandato, como eu, que estão vivendo pela primeira vez a emoção de participar de uma oportunidade tão grave, tão importante para este País. Metade deste Plenário é de primeiro mandato. Certamente, S.Exas. estão sentindo a mesma emoção que eu sinto neste momento. Quero parabenizar o nosso Presidente Rodrigo Maia pela condução firme, pelas sinalizações todas que fez na imprensa defendendo a reforma da Previdência, trazendo o protagonismo dessa reforma para o Parlamento e, particularmente, para a Câmara dos Deputados. Também quero agradecer a todos os Líderes que foram citados anteriormente aqui pelo Deputado Delegado Waldir. Eles já foram citados nominalmente pelo Deputado. Eu queria também fazer uma menção muito especial aos Vice-Líderes do Governo, de diversos partidos, que, ao longo dessa caminhada de quase 6 meses, contribuíram muito para aquilo que o Governo fez no Parlamento brasileiro, bem como ao nosso Presidente Jair Messias Bolsonaro, que teve a coragem de vir aqui ao Parlamento entregar essa proposta, que foi certamente muito aperfeiçoada pelo Parlamento. Isso é mais uma prova de que a união, de que o trabalho harmônico, apesar de os Poderes serem independentes, pode levar o nosso País para um novo patamar, com toda a certeza. Eu queria reforçar as palavras de outros Líderes que me antecederam, reconhecendo o trabalho do Deputado Felipe Francischini e do Deputado Marcelo Freitas, que na Comissão de Constituição e Justiça trabalharam muito em função da admissibilidade dessa proposta. Ao mesmo tempo, quero reconhecer o trabalho dedicado e muito profícuo do Deputado Marcelo Ramos e do grande Relator Samuel Moreira, que conseguiram nos entregar um texto mais lúcido e mais adequado às intenções e às necessidades do povo brasileiro. É importante ressaltar também que os eixos estruturantes dessa reforma, da reforma que o Governo trouxe para cá para este Parlamento, foram mantidos e que a economia pretendida pelo Governo, de mais de 1 trilhão em 10 anos, também foi mantida, o que vai permitir com que nós avancemos em outras pautas importantíssimas. Com o protagonismo do Parlamento, quanto à reforma tributária, encabeçada pelo Deputado Baleia Rossi e vários outros Deputados que já apoiam a revisão do pacto federativo, as privatizações, medidas que vão impactar e impulsionar a nossa infraestrutura e também com certeza vão alavancar o nosso aspecto microeconômico, foram discutidos, por exemplo, numa oportunidade em que alguns Deputados tiveram, junto com o Presidente Rodrigo Mais, no Banco Central, com o Presidente do Banco Central. É importante dizer também que a sociedade, neste momento, encontra-se sensibilizada e apoia essa reforma. Não é à toa que, daqui a pouco, teremos a aprovação certamente com mais que o mínimo do número de votos, mais de 308 votos, que é o mínimo que nós precisamos para aprovar o texto-base. Também tem que ser reconhecido o trabalho do Deputado Arthur Maia e de todos aqueles que compuseram, na Legislatura passada, a Comissão Especial. Eles foram corajosos a ponto de trazer a nossa sociedade para este momento. O Brasil quer avançar, o Brasil precisa avançar. Temos certeza de que, a partir da aprovação dessa reforma, nós conseguiremos dar à população brasileira um aumento na renda, diminuir esse número alarmante de 14 milhões de brasileiros e diminuir a inflação. Essa reforma não é só do Governo, ela não é só do Parlamento, é uma reforma do Brasil, é uma reforma de 208 milhões de brasileiros. E, mais uma vez, digo que essa é a prova explícita de que a ação do Executivo com o Legislativo pode levar, como o nosso Presidente Bolsonaro diz, o País a um novo patamar. Quero parabenizar os Deputados dos partidos de Oposição que já votaram com a maioria que foi formada aqui e derrubaram a obstrução que foi formada. Tenho certeza, nos moldes do que o Deputado Delegado Waldir já disse aqui, de que serão reconhecidos pelos demais partidos, caso venham a ser punidos. Eu queria mais uma vez agradecer por todo o apoio aos Presidentes de partidos, aos Líderes. Vamos continuar na luta, pois vamos enfrentar diversas votações de destaques. Para encerrar, quero dizer que nós acreditamos no Governo, que o protagonismo do Parlamento não sublima o Executivo. Ao contrário, ter um Parlamento cada vez mais forte dá ao Brasil a chance de um contraponto, dá ao Brasil a chance de aperfeiçoar as propostas que o Governo constrói com toda a intenção de ser a melhor proposta para o País. Mas aqui temos 513 cabeças vindas de diversos rincões do nosso Brasil, com pensamentos diferentes, com religiões diferentes, com crenças diferentes. Então, não há como negarmos que toda proposta que vem do Executivo será sempre aperfeiçoada aqui. Por tudo isso é que o Governo orienta sim à reforma da Previdência.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Deputado Aguinaldo Ribeiro, V.Exa. vai falar agora? (Pausa.) Como vota o PL, Deputado Marcelo Ramos? V.Exa. dispõe de 1 minuto.",10/07/2019,191
MARCELO RAMOS,PL,AM,"Sr. Presidente, desde o Plano Real, o Brasil espera por homens e mulheres que tenham coragem de enfrentar medidas que possam parecer impopulares num primeiro momento, mas que têm relação direta com o futuro da nossa Nação. Parece que o Brasil neste momento se encontra com a sua história, com o seu futuro, com sua chance de retomar um caminho de prosperidade. Eu quero pedir permissão aos meus amigos e amigas Deputadas para falar ao povo brasileiro, para falar ao País. Eu sou um Deputado de primeiro mandato, de um Estado pequeno, e tive a honra de merecer a confiança do Presidente da Casa, do Líder do meu partido e da maioria dos Líderes para dirigir a pauta mais importante da história do País nos últimos anos, para dirigir o Plano Real da nossa geração, para dirigir a chance de dar ao País um futuro melhor. Todos os dias que eu saí da minha casa e que eu deixei um beijo com a Marcela e com o José Humberto, meus filhos pequenos, e com o Gabriel, meu filho maior, eu trouxe para a nossa Comissão, no coração, o sentimento de 13 milhões de desempregados, de 5 milhões de desalentados, dessa gente que teima em acreditar no Parlamento, em acreditar nas instituições e em acreditar no País. Este País vai dar certo! Este País vai voltar a crescer! Este País vai voltar a trazer esperança ao coração dos nossos filhos. Nós temos as nossas mãos escrevendo a história. Por isso, o PL vota sim, com o mais absoluto entusiasmo! (Palmas.)",10/07/2019,191
