autor,partido,uf,discurso,data
MARCELO RAMOS,PL,AM,"Obrigado, Deputada Perpétua. Tem a palavra o Deputado Pedro Uczai.",12/07/2019
PEDRO UCZAI,PT,SC,"Sr. Presidente, Srs. Parlamentares, em 15 minutos, eu faria um histórico, inclusive reconhecendo as mudanças que o Relator incorporou no relatório, como a relativa ao regime de capitalização e as referentes a tantos outros assuntos e destaques. Como nos restringimos agora, por acordo, ao prazo de 5 minutos, vou buscar entender as grandes teses sobre as quais, desde o início das discussões na Comissão de Constituição e Justiça, mas, principalmente, Reunião de: 12/07/2019 nesta Comissão Especial, nós nos fazíamos perguntas. Hoje o texto está se concluindo, e, depois dos discursos construídos, das narrativas construídas, da propaganda oficial construída, a sociedade brasileira, cada cidadão brasileiro vai se encontrar neste texto, no que está escrito aqui. A primeira pergunta: vai aumentar ou vai diminuir a desigualdade social neste País? A segunda pergunta: este texto vai limitar, dificultar ou impedir a inclusão previdenciária ou vai aumentar a exclusão previdenciária? A discussão sobre a política econômica, que resolve em grande parte o equilíbrio das contas públicas e o da Previdência, já é recorrente, e nós a defendemos. Não é a Previdência que vai resolver o problema da economia, é a política econômica que vai ou não resolver o problema previdenciário. Mas o Governo e este Parlamento fizeram uma opção, estabeleceram uma política de diminuição do papel do Estado, de diminuição dos recursos e das políticas públicas que dão dignidade ao povo brasileiro. O melhor instrumento para distribuir renda neste País está sendo desmontado e destruído nesses últimos 3 dias de votação. Vai aumentar a desigualdade social, vai aumentar a exclusão tributária. Mais do que isso, o coração da reforma da Previdência Š 65 anos para os homens e 62 anos para as mulheres Š vai excluir milhões de brasileiros do acesso à aposentadoria. O estabelecimento de 40 anos de contribuição para os homens e de 35 para as mulheres vai impedir que milhões de brasileiros tenham aposentadoria integral. A substituição da base de cálculo, de 80% para 100% das contribuições previdenciárias, vai diminuir a aposentadoria, principalmente para os trabalhadores do Regime Geral de Previdência Social, e aumentar o impacto econômico e social em relação àqueles que ganham de um a três salários mínimos. Nem vamos falar aqui da pensão por morte, do abono salarial. Essa foi uma opção política que este Governo e este Parlamento fizeram. Decidiram transferir parte desses bilhões para outro setor da economia. Nem discutimos aqui ampliação da receita pública por meio de reforma tributária que alcance as grandes fortunas, os lucros e dividendos. O Deputado Capitão Augusto disse o seguinte na tribuna hoje:  O mercado financeiro festejou a reforma da Previdência . Essa frase é do Deputado Capitão Augusto. Essa é a síntese. Essa é a síntese! A decisão política produzida pelo Governo e por este Parlamento é a de transferir dinheiro público, da sociedade brasileira, para a elite, para as classes dominantes. V.Exas. não mexeram com os privilégios, não! Aumentaram os privilégios, tirando dos pequenos, tirando dos mais pobres, tirando das mulheres a possibilidade de acessarem a aposentadoria. Se eles conseguirem acessá-la, será menor o valor. Essa é uma opção política. O resto é discurso ideológico. O resto é discurso de uma narrativa para esconder a verdadeira face dos interesses e dos valores defendidos aqui. Na luta de classes, as classes dominantes vencem.",12/07/2019
MARCELO RAMOS,PL,AM,"Obrigado, Deputado Pedro Uczai. Com a palavra o Deputado Capitão Alberto Neto.  (Pausa.) Tem a palavra o Deputado Darci de Matos. Depois, falará o Deputado Carlos Veras. (Intervenção fora do microfone.)",12/07/2019
MARCELO RAMOS,PL,AM,"O Deputado Henrique Fontana pediu a palavra, mas S.Exa. resolveu falar depois. Tem a palavra o Deputado Darci de Matos.",12/07/2019
DARCI DE MATOS,PSD,SC,"Sr. Presidente, eu desejo saudar V.Exa., o Deputado Samuel Moreira e o Deputado Silvio Costa Filho, que tocaram esta Comissão de forma brilhante e responsável. E o resultado dessa coordenação, dessa liderança efetivou-se na aprovação da nova Previdência para o Brasil. Sr. Presidente, eu quero afirmar, contrapondo-me à fala de alguns Deputados da Oposição que tentam nos amedrontar dizendo que nós vamos ser cobrados, que vamos ter problemas eleitorais, que, para estar aqui no Parlamento brasileiro, nós temos que ter coragem e responsabilidade. Nós votamos a reforma da Previdência com muita coragem, com muita responsabilidade, sobretudo com muito compromisso com o futuro do nosso País. Nós não estamos preocupados com a próxima eleição. Estamos preocupados com o nosso País, sobretudo com as futuras gerações. Sr. Presidente, eu quero também me contrapor ao argumento da Oposição, Deputado Marcelo, dizendo que aproximadamente 35 milhões de trabalhadores que recebem um salário mínimo no Brasil Š nós vamos falar deles, sim, Deputado Silvio, quero falar desses trabalhadores Š, que recolhem 8%, vão passar a recolher, Deputado Samuel, 7,5%. Reunião de: 12/07/2019 Há mais: eu quero, Sr. Presidente, afirmar que nós fizemos uma nova Previdência preocupados com os empregados. Isso a Oposição não diz. A Oposição os levou para a fila do desemprego na gestão dela, que durou mais de 13 anos. Então, vamos falar dos desempregados, vamos nos preocupar com os desempregados. Eu quero falar também da nossa preocupação, o que a Oposição não fala, com as crianças. Há 44 milhões de crianças na educação infantil, que recebem somente um investimento de 50 bilhões de reais por ano, porque não há recursos. Quanto aos privilégios, eu quero perguntar à Oposição, Deputado Marcelo: que privilégios nós cortamos? Nós acabamos com a aposentadoria especial dos políticos do Brasil. Por que V.Exas. não falam disso? Porque muitos aderiram. Nós acabamos com ela. A verdade é dura! É duro ouvir a verdade! É duro! Nós acabamos com a aposentadoria dos juízes como forma de punição. Nós acabamos com os supersalários dos servidores públicos. Agora, eles vão contribuir mais para a Previdência. Por que a Oposição não fala disso? Acabamos também com o financiamento de débito previdenciário por mais de 60 meses. E quanto aos anistiados políticos? Vão passar a pagar a Previdência. Muito anistiados políticos ganham supersalários. E os bancos também vão pagar, Deputado Samuel. V.Exa. colocou lá no relatório que eles vão pagar mais, sim. Por que não? Quero concluir, Sr. Presidente, dizendo que lamento não termos conseguido incluir os Estados e Municípios. Mas volto para o meu Estado de Santa Catarina de cabeça erguida, com o dever cumprido e a consciência tranquila. Nós vamos dar uma nova Previdência para o Brasil, que vai garantir, sobretudo, aos trabalhadores e aos aposentados o direito de receberem uma aposentadoria no momento mais difícil das suas vidas, que é na terceira idade. Portanto, nós estamos votando com responsabilidade e preocupados com o Brasil, para que nós possamos recuperar o nosso País. Obrigado, Sr. Presidente.",12/07/2019
MARCELO RAMOS,PL,AM,"Tem a palavra o Deputado Henrique Fontana, pela Liderança do PT. S.Exa. tem o tempo de 7 minutos. (Intervenção fora do microfone.)",12/07/2019
MARCELO RAMOS,PL,AM,"Tem a palavra o Deputado Henrique Fontana, pelo tempo de Líder. (Intervenção fora do microfone.)",12/07/2019
MARCELO RAMOS,PL,AM,"Tem a palavra o Deputado Henrique Fontana, pelo tempo de Líder. (Intervenção fora do microfone.)",12/07/2019
MARCELO RAMOS,PL,AM,Deputado Giovani Cherini... Deputado Giovani Cherini... (Intervenção fora do microfone.),12/07/2019
MARCELO RAMOS,PL,AM,Tem o tempo de Líder o Deputado Henrique Fontana. (Intervenção fora do microfone.),12/07/2019
MARCELO RAMOS,PL,AM,"Eu também, Deputado Carlos Veras. Deputado Carlos Veras, eu já me manifestei reiteradas vezes nesta Comissão também. Eu também fiz opção pelo Regime Geral, mas o Regime Próprio do Parlamento é um regime muito duro, com uma contribuição muito alta, sem regra de transição. Efetivamente, eu acho que esse não é um debate que contribui neste momento. Deputado Henrique Fontana, V.Exa. tem a palavra pelo tempo de 7 minutos. (Intervenção fora do microfone.)",12/07/2019
MARCELO RAMOS,PL,AM,"Deputado Giovani Cherini... Deputado Giovani Cherini, chega! Pessoal, chega! (Intervenção fora do microfone.)",12/07/2019
MARCELO RAMOS,PL,AM,Está certo. Vamos... Vamos lá. (Intervenção fora do microfone.),12/07/2019
MARCELO RAMOS,PL,AM,"Tem a palavra o Deputado Henrique Fontana, pelo tempo de 7 minutos.",12/07/2019
HENRIQUE FONTANA,PT,RS,"Obrigado, Sr. Presidente. Reunião de: 12/07/2019 Eu quero cumprimentar V.Exa., cumprimentar o Relator, cumprimentar aqui os colegas Parlamentares e o povo brasileiro que está acompanhando este debate. Sr. Presidente, este momento de debate permite um diferencial em relação aos outros debates, pois já há uma lei votada, que não vai entrar em vigor amanhã, mas que pode entrar em vigor dentro de poucas semanas. A primeira reflexão que eu quero repetir nesta avaliação que faço, Sr. Relator, é a seguinte: como fazer aquilo que é o desejo de qualquer cidadão brasileiro, ou seja, equilibrar a conta do País, manter o orçamento equilibrado. E aí, Deputado Carlos Veras, a pergunta que vem é a seguinte: como se equilibram as contas públicas? Essa fala me permite ir a essa questão mais profunda. Há uma escolha que está sendo feita, porque, se o País chega à conclusão de que ele quer 1 trilhão em 10 anos, a pergunta seguinte é: de quem o País quer arrecadar esse 1 trilhão? E aí vem a minha crítica profunda em relação à escolha desse modelo de mudança na Previdência. Primeiro, na minha concepção de justiça social, a reforma que deveria estar sendo debatida e votada neste momento, Deputado Ganime, é a reforma tributária. É nela que vamos de fato debater como distribuir o esforço entre as diferentes camadas da população para financiar o setor público. É óbvio que qualquer sociedade que queira combater a desigualdade tem que ampliar a cobrança de tributos daqueles que têm maior potência econômica. Esta é a única maneira civilizada que a humanidade descobriu para combater a desigualdade: cobrar mais tributos de quem acumula riqueza, para poder proporcionar políticas públicas que gerem mais igualdade, que garantam, por exemplo, que uma pessoa se aposente, quando não tiver mais a força de trabalho, com um salário digno para sobreviver com dignidade. Esta é a concepção da Previdência. Aí eu digo que a escolha feita aqui é a seguinte: no mesmo País e no mesmo relatório, entregam-se mais 84 bilhões, Líder do Governo, Deputado Major Vitor Hugo Š e V.Exa. encaminhou favorável a isso. No mesmo relatório em que se propõe cortar a aposentadoria de um trabalhador da construção civil, que vai se aposentar com 1.500 reais, propõe-se que, para equilibrar as contas públicas do País, a aposentadoria dele deve ser cortada para mil reais. Neste mesmo relatório, entregam-se mais 84 bilhões de desoneração tributária da Previdência para o agronegócio exportador. Eu ouvi um Líder dos ruralistas dizer que não se exportam impostos. E eu também responderia a ele que, se as exportações de produtos agrícolas dão lucratividade, elas têm que contribuir para a Previdência. Um cidadão que ganha 1.500 reais não pode subsidiar a exportação agrícola. E vejam que interessante: alguns liberais são extremamente generosos quando se trata de proteger o andar de cima com incentivos fiscais, com redução de carga tributária, e são extremamente duros para falar de direitos essenciais, como é o caso de uma aposentadoria com dignidade. A vitória de todos os que se mobilizaram mais a Oposição foi grande, porque eu lembro a arrogância... Presidente...",12/07/2019
MARCELO RAMOS,PL,AM,Desculpe-me.,12/07/2019
HENRIQUE FONTANA,PT,RS,"Eu lembro a arrogância do Ministro Paulo Guedes quando se sentou ao seu lado e disse:  Ou vai ter a capitalização ou o Brasil vai quebrar; ou vai ter 20 anos de contribuição mínima para alguém se aposentar por idade ou o Brasil vai quebrar; ou vai se cobrar e aumentar 5 anos de idade na aposentadoria rural ou o Brasil vai quebrar; ou vai cortar o BPC ou o Brasil vai quebrar . Mudamos tudo isso, e o Brasil não vai quebrar, porque há outras coisas que precisam ser mudadas. Eu quero, Presidente, agregar o tempo da minha inscrição para abordar outras questões.",12/07/2019
MARCELO RAMOS,PL,AM,V.Exa. tem mais 5 minutos.,12/07/2019
HENRIQUE FONTANA,PT,RS,"Presidente, quando eu dou esses exemplos, eu quero transformar esse relatório em vida real, porque há ainda tempo de fazermos correções. O próprio Relator pode orientar uma correção na votação do segundo turno, no início de agosto. E vamos contar a história real de uma pessoa, da D. Antônia, empregada doméstica, 56 anos, que contribuiu por 25 anos com carteira assinada. Nos demais anos, ela não teve o direito de ter emprego com carteira assinada. Ela queria ter emprego com carteira assinada sempre, mas não teve esse direito, Deputado Israel. Então, ela contribuiu 25 anos. Até hoje, ela tem o direito, Deputado Silvio, de se aposentar aos 59 anos. Num trabalho duro como esse, 59 anos não é precoce, mas ela tem esse direito aos 59 anos, Deputado Marcelo Ramos, para ganhar 1.800 reais, neste caso em que eu estudei as contribuições dela. Pois bem, esse relatório quer que ela acorde, no dia 10 de agosto ou lá em final de outubro, depois da votação no Senado, tendo que trabalhar até os 62 anos, para ganhar 1.260 reais. Eu queria pedir a todos os colegas que façam essa simulação com as empregadas que trabalham na sua casa, que façam uma simulação com o motorista, com o zelador do prédio em que moram. Aí vem a questão que eu respondo com segurança: Reunião de: 12/07/2019 eu não concordo que sejam retirados 500 reais da aposentadoria da D. Antônia, pelo resto da vida, antes de se cobrar um imposto sobre lucros e dividendos, em que o diretor acionista de um grande banco ganha 500 milhões em 1 ano. E os meus amigos e colegas do NOVO dizem:  Mas não pode cobrar imposto sobre lucros e dividendos, porque senão eles vão transferir para a taxa que o consumidor paga . Mas, se essa teoria do NOVO estiver correta, Presidente Marcelo, nós temos que dar isenção tributária total para todos os negócios do País, porque todo imposto é transferido, evidentemente, para a economia. Agora, há impostos justos e impostos injustos, como, por exemplo, colocar um imposto de 30%, Deputada Alice, na aposentadoria da D. Antônia para o resto da vida! Percebeu, Presidente? A D. Antônia vai pagar 30% de imposto sobre os 1.500 reais a que ela tem direito ao se aposentar, porque ela já trabalhou, já contribuiu 25 anos! Ela não está começando hoje. É uma regra nova que a pega, Deputado Silvio, na antessala da aposentadoria. Como é que se muda a regra do jogo assim? Quando nós votamos aqui o FUNPRESP, a aposentadoria complementar para o servidor que ganha acima de 5.800 reais, ele foi colocado para os novos servidores públicos. Foram respeitados os contratos. Agora, por que a D. Antônia pode pagar 30% de imposto pelos próximos 15 anos? Isso se ela sobreviver 15 anos. Então, essa regra de cálculo é de uma perversidade... Nós mudamos, por exemplo, Relator, corretamente no plenário, Líder Major Vitor Hugo, baixamos de novo para 15 anos o tempo mínimo de contribuição para a pessoa se aposentar, mas Š veja bem, colega Š com 65 anos. Eu acho bom, porém eu só quero explicar uma coisa para V.Exa. Se esse trabalhador, chegando aos 65 anos, tiver 15 anos de carteira, sabe quanto vai ser cortado da aposentadoria dele? De 15 para 40 são 25, vezes dois, 50. Isso quer dizer que vai ser cortado 50% da aposentadoria desse trabalhador, que foi excluído do mercado de trabalho, que enfrentou o desemprego, que enfrentou a precarização, que enfrentou o emprego intermitente, que queria trabalhar com carteira assinada, que queria ter uma carreira, que queria ter uma história sempre com trabalho, que queria poder sair de casa todos os dias, ir ao seu trabalho, voltar com a carteira e mostrar para a sua família. Ele já não teve direito a isso. Até os 65 anos, ele só conseguiu o direito de trabalhar com carteira assinada, Deputado Silvio, durante 15 anos. E, aí, sabem como é que nós vamos tratá- lo? Quando ele for se aposentar aos 65 anos, nós vamos dizer:  Olha, como o senhor foi discriminado e não teve a chance de ter um emprego com carteira assinada, agora, na sua velhice, eu vou cortar 50% da sua aposentadoria . Isso é um absurdo, gente! Isso é um ajuste fiscal vergonhoso. Isso não é estruturação da Previdência, porque se muda a questão da tábua demográfica. Vamos estudar com regra de transição, com alguns anos a mais para a pessoa trabalhar, mas não vamos cortar 30%, 40%, 50% da pensão e da aposentadoria. E por que isso é covardia, Deputado Veras, Deputado Rubens Otoni? Porque a pessoa não tem como enfrentar isso. Ela vai receber o tacão da lei e vai ter que engolir em seco. Ela não pode voltar para o mercado de trabalho, porque já tem 62 anos, 63 anos, 65 anos. Eu não aceito isso. Vou lutar com toda a minha força para que este corte no valor das aposentadorias não consiga chegar ao final, tanto na votação no Senado quanto na votação no segundo turno aqui. Obrigado, Presidente.",12/07/2019
MARCELO RAMOS,PL,AM,"Obrigado, Deputado Henrique. Deputado Aliel, V.Exa. pediu o tempo de Liderança. Mas V.Exa. me permite ouvir o Deputado Carlos Veras, porque já pulei quatro vezes o nome dele?  (Pausa.) Tem a palavra o Deputado Carlos Veras. Em seguida, terá a palavra, pela Liderança, o Deputado Aliel Machado e o Deputado Reinhold Stephanes Junior.",12/07/2019
CARLOS VERAS,PT,PE,"Sr. Presidente Marcelo, Sr. Relator Samuel, Vice-Presidente Silvio, estamos aqui de novo nesta Comissão. Iniciamos os trabalhos no dia 25 de abril. De lá para cá, garantimos aqui um bom debate, um bom combate. Pudemos realizar audiências públicas, ouvir experiências, conversar, convencer e também construir algo para melhorar essa proposta tão dura para o conjunto da classe trabalhadora. A questão do BPC e a questão das trabalhadoras e trabalhadores rurais são pontos importantes que foram retirados dessa proposta. Também houve a retirada das aposentadorias privilegiadas de juízes corruptos, mas lembro que estes não fazem parte do Regime Geral de Previdência. Nós não encontramos privilegiados no Regime Geral de Previdência, porque este tem um teto mínimo, que é de um salário mínimo, e um máximo, que é de 5.800 reais. Reunião de: 12/07/2019 Trilhamos no nosso Estado as trilhas da resistência, percorremos mais de 95 Municípios, mais de 40 mil quilômetros, fizemos mais de 70 audiências públicas para debater com a população e poder trazer seu verdadeiro sentimento para esta Comissão. Hoje estamos aqui, na última reunião desta Comissão, e encontramos um relatório que ainda é muito duro para o conjunto da classe trabalhadora. Não temos dúvida nenhuma de que não haveria necessidade de termos os trabalhadores e as trabalhadoras do Regime Geral de Previdência sendo afetados. A custo de que fazemos esta reforma da Previdência aqui? Hoje eu tive a oportunidade de encontrar nos corredores desta Casa trabalhadores terceirizados, Deputado Silvinho, que ganham 1.500 reais. Eles me perguntaram isto:  Deputado, é verdade que eu não vou mais ter direito a abono salarial? Vocês não sabem como é a dor de dizer a esses trabalhadores terceirizados que nos servem que eles não vão ter mais abono salarial porque a proposta está retirando esse direito de quem ganha até 2 mil reais. É vantagem diminuir 0,5%, passar de 8% para 7,5% uma alíquota e tirar mil reais, durante o ano, desses trabalhadores? Façam as contas e vejam no que resulta colocar na regra de transição 100%, colocar no cálculo 100%! Eles poderiam até se aposentar com mais de um salário mínimo, mas vão ter que se aposentar com um salário mínimo. A custo de que fazemos essa reforma? Deputado Silvio, um metalúrgico lá do Porto de Suape, que precisaria trabalhar mais 2 anos para se aposentar, agora vai ter que trabalhar mais 12 anos. E os que estão desempregados? Quando voltarem a trabalhar e fizerem as contas dos seus meses de contribuição, vão ver que não vão poder se aposentar. E quanto tempo não vão ter que trabalhar ainda? E quanto à pensão? Eu ainda insisto, Deputado Samuel, e espero que V.Exa. possa refletir sobre isso. Não se trata de garantir simplesmente a renda familiar de um salário mínimo, e sim um valor mínimo, para que o valor da pensão não seja menor do que isso. Quero dizer à população, aos trabalhadores e trabalhadoras que nós estamos encerrando um ciclo nesta Comissão. Houve o primeiro turno da votação, mas ainda haverá a tramitação no Senado e o segundo turno. Agora haverá um recesso. É importante, nas bases dos Deputados, conversar com cada um e com cada uma, porque ainda é possível reverter voto, é possível mudar. Então, não vamos perder a fé, a esperança. Vamos continuar nos caminhos da resistência, vamos continuar lutando para termos neste País uma previdência pública justa, que garanta uma aposentadoria digna à classe trabalhadora deste País.",12/07/2019
MARCELO RAMOS,PL,AM,"Obrigado, Deputado Carlos Veras. Tem a palavra o Deputado Aliel Machado, pela Liderança da Oposição, pelo tempo de 7 minutos. V.Exa. vai acumular o tempo?  (Pausa.) Então, V.Exa. tem o tempo de 12 minutos.",12/07/2019
ALIEL MACHADO,PSB,PR,"Sr. Presidente, Sras. e Srs. Parlamentares, Sr. Relator, Deputado Samuel Moreira, eu chego ao dia de hoje com um sentimento de tristeza, porque a reforma passou com muitas crueldades e maldades, mas também chego aqui com um certo alívio, porque, graças ao esforço de Parlamentares que não atravessaram a rua para negociar o seu voto, de Parlamentares que não foram pedir cargos, emendas, acertos, nós tivemos inúmeras conquistas importantíssimas em relação ao texto encaminhado pelo Governo. Para o Governo, a reforma ideal é a que deixaria o BPC para idosos carentes e miseráveis no valor de 400 reais até os 70 anos. Para o Governo, a reforma ideal é aquela que colocaria o trabalhador do campo e a trabalhadora do campo na impossibilidade de se aposentar, mudando o regime de recebimento das contribuições e aumentando a idade e o tempo mínimo de contribuição. Para o Governo, a reforma ideal é a que faria com que o tempo mínimo de contribuição para se aposentar por idade fosse um dos maiores do mundo, de 20 anos para os homens e para as mulheres Š nem países desenvolvidos e ricos aplicam uma medida tão drástica e tão cruel como essa. Para o Governo, a proposta ideal não teria o aumento da alíquota da CSLL. Essa foi uma conquista do Relator, Deputado Samuel Moreira, pedidos que nós realizamos acertadamente, o que aumentou a contribuição sobre o lucro líquido dos bancos, mas que não era intenção do Governo. Para o Governo, a proposta ideal colocaria os professores em condições subumanas, mesmo estando o nosso País quase no último lugar em termos de desenvolvimento e respeito aos professores. Para o Governo, a reforma ideal inviabilizaria a aposentadoria das pessoas mais simples. Em todos esses pontos que eu citei aqui nós tivemos um grande avanço, graças ao esforço dos partidos que compõem a Oposição, liderados pelo Líder da Oposição, o Deputado Alessandro Molon. E eu cito aqui os meus colegas Deputado Danilo Cabral, Deputada Lídice da Mata, Deputado Heitor Schuch, Deputado Bira do Pindaré, que compuseram esta Comissão Especial junto conosco representando o PSB, o Deputado Rodrigo Coelho, o Deputado Alessandro Molon, que é o nosso Líder, e o Deputado Tadeu Alencar. Isso foi uma vitória da Oposição, que Reunião de: 12/07/2019 quer o quanto melhor, melhor, e não   o quanto pior, pior. Se não fosse esse esforço de convencimento, se não fosse esse esforço mostrando as crueldades, nós estaríamos hoje discutindo essa redação final como uma verdadeira tragédia social para o nosso País. Foram madrugadas de lutas, de convencimentos, de brigas ideológicas, mostrando que, quando existe uma crise econômica, o caminho correto não é o caminho de criar ainda mais desigualdades e injustiças sociais, porque este sim é o maior problema do nosso País. E nós vencemos. O sentimento de alívio é porque a nossa vitória vai garantir a milhões e milhões de brasileiros e brasileiras o direito de se aposentarem, de terem o mínimo do mínimo de dignidade, mas ainda não foi o suficiente. Agora eu quero elencar as dificuldades que ainda se encontram no texto e dizer que nos comove muito toda vez que somos abordados por um trabalhador ou uma trabalhadora nos perguntando:  O que vai acontecer comigo? Deputado, o senhor pode me explicar o meu caso? E eu quero dar o primeiro exemplo, que é o exemplo do Seu Antônio, que trabalha aqui na Casa. O Seu Antônio trabalha na limpeza e cuida do banheiro que os Deputados usam no plenário. No dia da votação, eu perguntei ao Seu Antônio se ele sabia da sua condição. E ele disse:  Deputado, eu não posso sair daqui e eu não consigo saber . E ele me fez perguntas. Para o Seu Antônio faltam 4 anos para se aposentar. Ele trabalha na limpeza. O Seu Antônio tem 31 anos de contribuição, é um trabalhador não privilegiado. Para o Seu Antônio, que faltam 4 anos de contribuição, agora vão faltar 13 anos de contribuição Š 13 anos de contribuição. Essa é a situação do Seu Antônio, que limpa o banheiro que os Deputados usam lá no plenário. Ele não é nenhum privilegiado. Nós da Oposição, e eu digo mais especificamente do PSB, tomamos o cuidado de fazer o bom debate. Reconhecemos os bons diálogos que tivemos e os avanços, como os de ontem, quando conseguimos a aprovação do nosso destaque. Está presente aqui o Bruno Leal, que faz parte da equipe econômica. Eu agradeço a ele a oportunidade do diálogo. Não concordamos em muitas coisas, mas conseguimos um consenso e o avanço, algo importante para a democracia. Nós fizemos defesas aqui. E ontem convencemos o nosso Presidente Rodrigo Maia e alguns Líderes de que nós trabalhamos para o quanto melhor, melhor. E os economistas, os especialistas, que entendem da responsabilidade da idade mínima, hoje já opinam dizendo que nós conseguimos desarmar ontem uma tragédia social, que seria essa aplicação. Mas ainda existem os problemas que não foram corrigidos e que não nos permitem votar favorável a essa reforma da Previdência. Por isso, nós sempre dizemos que essa não. Aqui nós temos outro exemplo: um trabalhador que tem 65 anos de idade, com 20 anos de contribuição, que hoje recebe dois salários mínimos, menos de 2 mil reais, e que pela nova proposta vai ser atingido em seis oportunidades diferentes. Ele começa perdendo o abono do PIS, porque, segundo a proposta do Governo, ele é um privilegiado. Depois, ele perde no cálculo salarial, na porcentagem dos anos trabalhados, na pensão, quando vier a deixá-la para a sua esposa. Um trabalhador que ganha dois salários mínimos pode deixar uma pensão de pouco mais de 500 reais para a sua família. Houve um Deputado no plenário que me disse:  Deputado Aliel, mas a esposa dele já tem uma renda . Se ela tem uma renda de um salário mínimo, é porque trabalhou a vida inteira. Isso não é regalia, é uma conquista, porque ela contribuiu. Em contraponto a isso Š e não é culpa do nosso Relator, que foi correto; não é culpa do Governo Š, nós conseguimos entender os interesses que há por trás dessa proposta, que não chegam aos ouvidos das pessoas em suas casas. Às 2 horas da madrugada, por uma votação apertada, mas mostrando o porquê da mobilização e das reuniões às escondidas, aprovou-se, nesta Comissão, um benefício previdenciário. É isso mesmo! Sabem para quem? Para os exportadores ruralistas. Aprovou- se um benefício de 84 bilhões de reais Š 84 bilhões de reais! Alguns Deputados, no dia da votação, comemoraram. Eles dizem que isso é um remédio para curar a economia do País. Quando eu levo o meu filho para tomar uma injeção, dói-me o coração ter que aplicar injeção no meu filho, e eu não saio comemorando. Acontece que esses sorrisos que aconteceram não é porque acreditam que isso vai resolver o problema do País, mas porque está sendo implementada uma agenda econômica cruel contra as pessoas mais simples. No caso do Seu Antônio, que trabalha aqui, que tinha planejado a sua vida e contribuiu 31 anos, não foi respeitado o princípio da razoabilidade, que consta na nossa Carta Magna. E isso é muito fácil para quem tem regalias de um mandato ou para aqueles que nunca vão precisar do INSS para se aposentar, que têm, através das suas riquezas, a sua vida garantida. Uma agenda econômica que corrija os problemas fiscais é necessária. Por isso, nós somos favoráveis a uma idade mínima que resolva o problema demográfico. Por isso, é justo cobrar mais de quem ganha mais. Por isso, é justo aplicar o redutor de salário para aqueles que ganham regalias absurdas nos Estados. Mas esse projeto está parado desde o ano passado, e ninguém mexeu com ele. Continuam desembargadores, juízes, promotores ganhando 90 mil reais, 100 mil reais, 120 mil reais por mês. Este projeto está aqui na Casa parado, e eu não vi mobilização alguma para a movimentação dele. Reunião de: 12/07/2019 O engraçado é que o Governo, que está aplicando uma transição de 9 anos para o Seu Antônio, pede uma transição de 17% para os militares das Forças Armadas. A proposta de transição para os Deputados é de 30%. Mas nós vamos corrigir o Brasil. E o problema é do Seu Antônio, aquele que limpa o banheiro que os Deputados usam! Mais do que ganhar no voto, eu prefiro ganhar na consciência. E as ações que eu tenho dentro desta Casa têm a ver com a minha história de vida e principalmente com o meu caráter. Por isso, nós continuamos contra essa proposta.",12/07/2019
MARCELO RAMOS,PL,AM,"Com a palavra o Deputado Reinhold Stephanes, pelo tempo de 5 minutos.",12/07/2019
