autor,partido,uf,discurso,data,id_sessao
RODRIGO MAIA,DEM,RJ,Como vota o Podemos?,09/07/2019,188
JOSÉ NELTO,PODE,GO,"Sr. Presidente, esse recurso é protelatório. Não há nenhuma razão para discutir artigo por artigo. Nós queremos debater a reforma da Previdência, de forma civilizada, sem partidarismo, pensando no Brasil. Por isso, encaminhamos o voto não. Eu tenho coerência para votar essa reforma da Previdência, o nosso partido também tem. Eu tenho 36 anos de mandato e poderia me aposentar pelo mandato de Deputado. Renunciei à minha aposentadoria de Deputado e vou me aposentar pelo INSS. Por isso, o voto é não.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Como vota o PRB?,09/07/2019,188
SILVIO COSTA FILHO,PRB,PE,"Sr. Presidente, nós do PRB, sob a liderança do nosso Presidente Marcos Pereira, fechamos questão na tarde hoje: somos favoráveis à reforma da Previdência. Nós do PRB defendemos o trabalhador, porque nós defendemos a geração de emprego e renda. Quem defende a geração de emprego e renda defende o trabalhador. Nós vamos avançar na reforma da Previdência e avançar nas reformas de que o Brasil precisa. Eu não tenho dúvida de que hoje o Parlamento brasileiro está construindo um novo tempo para o Brasil, que é o da geração de emprego, de renda e de desenvolvimento econômico. E o Parlamento, sem dúvida alguma, cada vez mais vai continuar se reencontrando com o Brasil, sob a liderança de V.Exa. O PRB encaminha o voto não.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Obrigado, Deputado. Como vota o Solidariedade?  (Pausa.) Como vota o Patriota?  (Pausa.) Como vota o PV?",09/07/2019,188
LEANDRE,PV,PR,"Sr. Presidente, o PV orienta não à obstrução, a esse requerimento. No entanto, queremos reforçar a apresentação do destaque que foi acordado sobre a questão das mulheres. A esse requerimento o nosso voto é não.",09/07/2019,188
ALIEL MACHADO,PSB,PR,"A Oposição quer orientar, Presidente.",09/07/2019,188
TIAGO DIMAS,SOLIDARIEDADE,TO,O Solidariedade vota não.,09/07/2019,188
RODRIGO MAIA,DEM,RJ,Como vota a Oposição?  (Pausa.) Como vota a Minoria?  (Pausa.),09/07/2019,188
ALIEL MACHADO,PSB,PR,"Sr. Presidente, a Oposição vai orientar o voto sim. O debate ainda é necessário, as pessoas não conhecem esse texto. As pessoas, assim como eu, na sua grande maioria, são a favor da reforma Previdência. O ponto está no detalhe: qual reforma da Previdência? Esse texto específico é um texto que, segundo dados do Governo, estabelece que 92% da economia nos próximos 20 anos será em cima de quem ganha em média 1.300 reais. O problema é que num momento de crise, num momento como este, nós estamos tirando a classe de proteção daqueles que mais precisam, que é papel do Estado. E às 2 da madrugada se aprova uma anistia de 84 bilhões de reais aos exportadores! Isso não é combater privilégios. Não é essa a reforma que a população defende lá fora. Ela quer corte de privilégios e não corte de direitos das pessoas mais simples.",09/07/2019,188
CARLOS HENRIQUE GAGUIM,DEM,TO,"Sr. Presidente, o Governo orienta o voto não.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,O Governo vota não.,09/07/2019,188
DR. FREDERICO,PATRIOTA,MG,"Sr. Presidente, o Patriota orienta o voto não.",09/07/2019,188
POMPEO DE MATTOS,PDT,RS,"A Minoria quer orientar, Presidente.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Como vota a Minoria?,09/07/2019,188
POMPEO DE MATTOS,PDT,RS,"Sr. Presidente, a Minoria vai, noite adentro, madrugada afora, resistindo, até porque nós temos convicções naquilo que acreditamos. Não somos contra a ideia de uma reforma, mas essa reforma, do jeito que está, não é suportável. E nós estamos aqui lutando contra a redução de danos, porque estão tirando dos professores, dos policiais, estão tirando dos viúvos, das viúvas, das pessoas pobres. Oitenta e dois por cento da economia da reforma, em 10 anos, sairá do RGPS. No entanto, deram isenções de 85 bilhões na Comissão para os exportadores, para os grandões. E hoje liberaram, está aqui no  Diário Oficial , em 43 folhas, para 1.800 Municípios, 1 bilhão de reais da saúde. Estão pagando caro para fazer a reforma, e o povo vai pagar a conta.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"A Presidência solicita aos Srs. Deputados que tomem os seus lugares, a fim de ter início a votação pelo sistema eletrônico. Está iniciada a votação, que terá um tempo curto: 3 minutos, no máximo.",09/07/2019,188
BOHN GASS,PT,RS,"O Deputado Bohn Gass, na votação anterior, votou com a bancada.  (Pausa.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Vou encerrar a votação.  (Manifestação no plenário.) Teremos a próxima, é tudo nominal. Esta eu estou fazendo mais rápido, porque é um recurso. Está encerrada a votação.  (Pausa.) Resultado da votação: Passa-se à discussão da matéria. Para falar contra a matéria, tem a palavra a Deputada Fernanda Melchionna, do PSOL.",09/07/2019,188
FERNANDA MELCHIONNA,PSOL,RS,"Chico Alencar, ex-Deputado desta Casa, escreveu esses dias no Twitter que a nova política do Bolsonaro já nasceu morta. A nova política do Bolsonaro, que enquanto Deputado Federal por 67 vezes falou que 65 anos de idade mínima era um massacre, é na verdade a mais velha política, a política do toma lá, dá cá, a política de usar emenda parlamentar para comprar Parlamentares, que aconteceu a tarde inteira na Câmara dos Deputados. É um crime de responsabilidade que atinge o art. 142 da Lei de Diretrizes Orçamentárias, que claramente fala que não se pode influir em processos legislativos com emendas parlamentares. E é um crime contra o povo brasileiro, porque usar o dinheiro dos contribuintes, da população mais pobre, que mais paga imposto neste País com uma tributação regressiva, contra seus próprios interesses é extremamente perverso. É extremamente perverso usar 2 bilhões e 500 milhões de reais do povo brasileiro para comprar uma maioria nesta Casa para fazer com que haja um verdadeiro massacre, para que menos gente consiga acessar a Previdência Social, para que aumente a desigualdade de gênero Š porque a reforma do Bolsonaro é machista e a reforma do Paulo Guedes é antipobre Š, para fazer com que haja um rebaixamento global das aposentadorias, com o aumento e a mudança na média de cálculo da aposentadoria. Eu falava hoje com uma funcionária do restaurante da Casa que tem 48 anos de idade e mais de 28 anos na carteira. Vocês vão fazer essa mulher trabalhadora, que atende vocês, trabalhar até os 68 anos Š até os 68 anos! Š para ganhar menos, em média, 30% menos. Tiveram que pagar propagandas milionárias na televisão, mais do que eles gastam para proteger a vida das mulheres: o orçamento é de 30 milhões para proteger a vida das mulheres, e gastaram mais de 45 milhões comprando propaganda na televisão para mentir e dizer que a reforma era para atacar privilegiados. Os únicos privilegiados que estão sendo beneficiados vieram aos 45 minutos do segundo tempo pela mão deste Parlamento, que liberou o latifúndio exportador de pagar 84 bilhões de reais de impostos, enquanto são tirados 20 bilhões de reais das professoras, cansadas da sala da aula, que trabalham 60 horas-aula para um salário que já é baixo. Vocês querem que essas mulheres, em geral, trabalhem de 7 a 8 anos a mais para poder se aposentar, querem que os trabalhadores da construção civil trabalhem 40 anos, enquanto a média de homens que se aposentaram por idade, 57%, em 2018, foi com 15 anos de contribuição. Vocês vão excluir milhões de pessoas da Previdência Social, aumentando a desigualdade, tudo para seguir beneficiando a lógica de atender aos interesses dos banqueiros, de atender aos interesses de uma elite parasita, de não atacar os verdadeiros privilégios, que estão na ausência de taxação das grandes fortunas, projeto que tramita há muitos anos nesta Casa. Muitos desta base alugada, que se aluga por emenda parlamentar, não têm coragem de enfrentar os interesses dos poderosos ou de auditar esse sistema da dívida pública, que é uma vergonha, que drena os recursos do povo para atender os interesses do sistema financeiro. Não têm nem vergonha na cara. Deputada Erundina, o Ministro do Turismo, o qual queríamos muito que viesse à Câmara explicar o laranjal do PSL em Minas Gerais, veio agora para votar contra o povo. Mandaram seus Ministros para vir aqui atacar os direitos das mulheres, atacar os direitos do povo brasileiro! Mas não se enganem! Essas galerias hoje estão vazias porque a Casa do Povo envergonha o povo brasileiro e fecha as suas portas. Nós estamos votando de portas fechadas o fim da aposentadoria. Não se enganem. A história é implacável, e a luta de classe segue sendo o motor da história. Dia 12 de julho, nós estaremos com a juventude na rua. Esperem, porque nós lutaremos hoje e sempre com o povo pelos seus direitos.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Tem a palavra o Deputado Alexandre Frota, para falar a favor da matéria.",09/07/2019,188
ALEXANDRE FROTA,PSL,SP,"Foram muitos dias, muitas horas, Presidente, e aqui estamos finalmente. Gritar faz parte daquele lado de lá. Aqui nós seremos objetivos, coesos e inteligentes o suficiente para sabermos o que estamos fazendo neste momento pelo nosso País. Esta é a hora de mostrarmos que somos fortes, Presidente. O Brasil precisa dessa reforma. Desde o dia 20 de fevereiro, estamos empenhados nessa reforma, nesse trabalho. É importante que os brasileiros todos saibam que temos um lado, e o nosso lado é o lado do bem, é o lado do Brasil, é o lado do verde e do amarelo. O Brasil precisa andar para frente. Presidente, essa reforma não é do Presidente Bolsonaro. Essa reforma é do povo brasileiro. E ela está acontecendo por causa do nosso trabalho, sob o comando do senhor, Deputado Rodrigo Maia. Este é um momento especial. Essa é, sim, a nossa reforma. Não é justo o que fizeram com o País nos últimos anos. Se tivessem feito algo de bom, realmente, não estaríamos discutindo sobre isso aqui agora. Precisamos caminhar. Para estar aqui, Presidente, é preciso ter coragem. Estamos com a responsabilidade nos ombros: 207 milhões de brasileiros dependem de nós. Mudamos muitas coisas no texto do Relator Samuel Moreira. Retiramos o BPC e o rural. Este é um passo importante para o Brasil. Vamos aprovar a reforma. Tentaram fazê-la no passado, e não fizeram. A reforma é fundamental para o crescimento do nosso Brasil. Esse é o trabalho dos partidos que estão juntos neste momento, lutando por um Brasil melhor, acreditando nas futuras gerações. Nós não temos medo de cara feia, não temos medo de gritos. Nossa bandeira é verde e amarela. A reforma da Previdência já tem o apoio da maioria dos Deputados que aqui estão. Isso é resultado de muito trabalho de todos os que querem um Brasil melhor e dos eleitores que compreenderam que os Deputados fizeram valer a pena este momento, valer a pena a reforma da Previdência. A aprovação da reforma da Previdência é uma construção de todos aqueles que acreditam num Brasil melhor. Eu acredito e vejo, aqui, hoje, homens e mulheres acreditando neste momento, acreditando neste País. É por isso, Presidente, que estamos aqui sem horário, sem dia. Só vamos sair daqui quando essa reforma for realmente aprovada. E ela será aprovada, porque aqui existem brasileiros e brasileiras que lutam com o coração e com a alma, que não estão aqui brincando. Eu faço um apelo aqui a todos os colegas. Precisamos deixar claro que, aprovada pela Comissão Especial na semana passada, mostramos que, com todo o jogo contra da Esquerda, o Brasil vai vencer graças à capacidade de diálogo e de equilíbrio dos Parlamentares.",09/07/2019,188
ALIEL MACHADO,PSB,PR,E a anistia?,09/07/2019,188
ALEXANDRE FROTA,PSL,SP,"Querem sim Š todos nós queremos Š um Brasil melhor. E o PSL está fechado, fechou questão. Essa reforma é nossa. Essa reforma é do Brasil. Muito obrigado, Presidente. Obrigado a todos aqueles que estão juntos nessa caminhada.",09/07/2019,188
ALIEL MACHADO,PSB,PR,E a anistia?,09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Tem a palavra o Deputado Pedro Uczai, para falar contra a matéria.",09/07/2019,188
PEDRO UCZAI,PT,SC,"Sr. Presidente, Srs. Deputados, Sras. Deputadas, a primeira falácia do Governo é que a Previdência vai mudar a economia brasileira. É a política econômica gerando milhões de empregos que vai gerar milhões de contribuintes para equilibrar a Previdência. Essa falácia já fizeram no discurso da reforma trabalhista e geraram milhões de desempregos. Essa falácia fizeram no congelamento de 20 anos na saúde e na educação e produziram mais desigualdade social. A reforma da Previdência vai aumentar a desigualdade social, vai aumentar a exclusão previdenciária. A reforma da Previdência vai aumentar os milhões de brasileiros que não vão ter a mínima dignidade para poder envelhecer. Uma professora de 50 anos que hoje recebe 2 mil reais, com 23 anos de contribuição, iria se aposentar com 1.750 reais. Com a nova proposta, receberia 1.117 reais. De 2 mil para 1.117 reais, são quase 900 reais a menos. Quem vai pagar a conta dos 20 anos de economia que Guedes quer fazer, que Paulo Banqueiro Guedes quer fazer? Dos 4 trilhões, 90% vão sair dos que ganham um, dois, três salários mínimos, das viúvas, dos idosos, das pessoas com deficiência. É deles que vocês vão roubar a dignidade humana! É das mulheres que vocês vão roubar a aposentadoria! É dos pobres que vocês vão roubar o direito de se aposentar neste País! Sejam honestos com o povo brasileiro! Não mintam ao povo brasileiro! Vocês vão roubar o direito de envelhecer com dignidade neste País! É destes que vocês vão roubar a aposentadoria, é dos homens e mulheres trabalhadores deste País, porque vocês não conseguem mostrar qual privilégio vão cortar. É disso que nós estamos falando. A reforma da Previdência é cruel! Ela é cruel, é criminosa. Se era tão boa, não precisava negociar aqui 1 bilhão de reais para Deputado votar a favor. Não é possível acreditar que vocês vão fazer essa reforma da Previdência para tirar do povo, para tirar do trabalhador e da trabalhadora deste País, daqueles que vivem com até três salários mínimos, e vir com a cara de pau aqui dizer que vão mexer com os grandes. Pelo amor de Deus, ruralistas vão ganhar nesta noite 84 bilhões de reais! Os banqueiros estão rindo do povo brasileiro Š os banqueiros, os rentistas. A política econômica neoliberal do Paulo Guedes, que vai tirar a aposentadoria, vai tirar da economia, vai tirar do emprego, vai tirar dos Municípios o direito de se aposentar e de distribuir renda. A Previdência é o melhor instrumento de distribuição de renda deste País. Vocês vão aumentar a exclusão social, vão aumentar a desigualdade social. Vocês vão concentrar renda. A elite brasileira vai fazer festa essa semana se vocês derrotarem o povo brasileiro nesta reforma da Previdência. Mas o povo mandou mais de 200 Deputados para Casa. O Relator da reforma trabalhista foi para casa também. E Bolsonaro deu um empreguinho para ele. Muitos aqui vão receber a resposta do povo brasileiro, que vai dizer:  Não vão roubar a minha aposentadoria!  Deputado, Deputada, você não tem o direito de roubar a aposentadoria do povo brasileiro.  (Palmas.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Tem a palavra o Deputado Samuel Moreira, o Relator. Só um minutinho, Deputado Celso Sabino, V.Exa. é o próximo. O Relator tem preferência. Tem a palavra o Deputado Samuel Moreira e depois o Deputado Celso Sabino.",09/07/2019,188
SAMUEL MOREIRA,PSDB,SP,"Sr. Presidente, Srs. Deputados, Sras. Deputadas, esta é a primeira reflexão que eu gostaria de fazer com cada um: por que a reforma da Previdência? Por que nós estamos debatendo, discutindo e votando a reforma da Previdência? Porque o nosso sistema previdenciário quebrou. Nós estamos falando de correção, sequer de prevenção. Nós não estamos prevenindo um sistema que ainda vai quebrar Š ele já quebrou. Isso nos impõe uma discussão de forma corretiva. O rombo da Previdência Š todos já sabem Š cresce a cada ano. No ano passado, foi de 268 bilhões de reais. Neste ano, será de quase 300 bilhões de reais. Em 2018, nós gastamos 55% do Orçamento da União com despesas previdenciárias e apenas 45% com todas as outras despesas: saúde, educação, saneamento. O fato é que nós, graças a Deus, estamos vivendo mais e continuamos nos aposentando muito cedo, com 48 anos, 49 anos, 50 anos de idade. Ao nos aposentarmos mais cedo, nós começamos uma injustiça com os mais idosos. Ao nos aposentarmos com 49 anos, nós estamos tirando daquele que tem 70 anos, daquele que nunca vai poder ter uma aposentadoria melhor, porque tem que dividir com os mais novos no momento em que mais precisa. O sistema de previdência é um seguro contra a perda de capacidade laboral. Há um momento em nossas vidas que nós não vamos sequer conseguir trabalhar. Nós precisamos do sistema de previdência. A Previdência é para proteger a invalidez, a velhice, para proteger da morte através de pensão. Esse é um seguro para cada um de nós. Ao quebrar a Previdência nós estamos quebrando o País. O Governo está há 6 anos consecutivos com déficit primário. Recentemente, foi preciso aprovar nesta Casa um crédito suplementar de 248 bilhões de reais porque não havia dinheiro para pagar os aposentados, não havia dinheiro para pagar o BPC, não havia dinheiro para pagar o Bolsa Família, não havia dinheiro para pagar o Plano Safra. Foi preciso aprovar um crédito suplementar de 248 bilhões de reais. Isso é uma evidência de que o sistema está quebrado. O fato, meus amigos, é que todos dizem que é preciso fazer uma reforma da Previdência Š todos! Eu procurei reunir no nosso substitutivo o que pensa o conjunto da maioria desta Casa. Eu nunca tive a pretensão de ter uma unanimidade no nosso substitutivo, mas tivemos a pretensão, sim, de ter o respeito de todos os Deputados desta Casa. Desde o início nós assumimos um compromisso de fazer um relatório com responsabilidade fiscal e com responsabilidade social. Sob a liderança do nosso Presidente Rodrigo Maia e dos Líderes desta Casa, ao lado dos meus companheiros Deputados Marcelo Ramos e Silvio Costa Filho e de cada membro da nossa Comissão Especial, nós fizemos audiências públicas, ouvimos a sociedade. Nós procuramos debater com as bancadas para poder entregar um relatório melhor do que a PEC que nós recebemos. Diferentemente do Executivo e do Judiciário, que, por ossos do ofício, estão mais longe da comunidade, os Deputados vão às suas bases, convivem com a população. Graças a eles, nós pudemos, com a contribuição de cada um, fazer um relatório muito melhor do que a PEC que chegou aqui. Foi através dessa contribuição, respeitando a Constituição, preservando um sistema solidário e de repartição, que nós pudemos estruturar uma idade mínima, um novo cálculo do benefício, um novo cálculo da pensão, um novo cálculo de acúmulo de pensão. Através de V.Exas. que foram melhoradas as propostas para as mulheres Š inclusive, através das Deputadas mulheres, foram muito melhoradas as propostas Š e para os professores. Foi retirado o BPC, ele foi mantido como está. Em relação aos trabalhadores rurais, houve um olhar especialmente para o Nordeste e para o Norte, onde a aposentadoria do trabalhador rural tem mais influência. Com relação à PEC que veio, melhorarmos a proposta do salário-família, até mesmo a do abono, a da pessoa com deficiência, a das polícias. Nós também estabelecemos um patamar de 20% na cobrança da CSLL dos bancos... (Desligamento automático do microfone.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Seu tempo já acabou, Deputado, senão eu vou ter problema aqui com a Oposição. O Deputado Arlindo Chinaglia tem a palavra.",09/07/2019,188
ARLINDO CHINAGLIA,PT,SP,"Sr. Presidente, demais pares, aqui da tribuna, tanto eu quanto outros companheiros da Oposição solicitamos que o Governo demonstrasse, provasse a sua tese de que esta proposta de reforma da Previdência combate privilégios. E isso não começou neste Plenário, começou na Comissão Especial. Portanto, eu quero dar como resolvida esta farsa: ela não combate privilégios. E como é que nós vamos pensar uma reforma da Previdência em que o objetivo é economizar 1 trilhão de reais, quando, na verdade Š e eu concordo com o Sr. Relator Š, a Previdência tem que ser pensada para que a sociedade, solidariamente, proteja aqueles que perderam a sua condição de trabalho? Mas alguém, legitimamente, especialmente entre aqueles que nos acompanham, pode e, na minha opinião, deve indagar: Mas se esta reforma vocês não aceitam  Š e nós não a aceitamos Š,  o que vocês têm a dizer sobre o que todo mundo fala Š o Governo fala, a mídia fala Š, afirmando que a Previdência está quebrada?  Mas quem disse que o Governo fala a verdade? Quem disse que a mídia fala a verdade? Aqui já foi dito também, e ninguém questionou, que apresentadores de TV, homens e mulheres, receberam dinheiro para propagandear a proposta da reforma da Previdência. Eu me coloquei Š e muitos aqui se colocaram Š outro desafio: se nós não queremos que sangrem os mais pobres, o que esta proposta faz, dado que 84% da famigerada economia sairá do Regime Geral da Previdência Social, então é nosso dever apresentar alternativa de financiamento da Previdência. Vou dar apenas três e vou dizer quanto isso rende para o País. Primeiro, se nós tributarmos dividendos das pessoas físicas mais ricas, com uma alíquota que já existiu no Brasil, de 15%, mas caiu para zero Š e, tranquilamente, nós poderíamos aplicar uma alíquota de 20% Š, isso geraria 50 bilhões de reais ao ano, portanto, 500 bilhões de reais em 10 anos. É simples assim. Vamos à segunda fonte de financiamento, cravando em cima de quem pode pagar, e não em cima de que não pode. A Medida Provisória nº 795, de 2017, do Governo Temer, permitiu deduzir da base de cálculo do Imposto de Renda e da Contribuição sobre o Lucro Líquido da indústria petroleira e do gás todos os impostos. Isso em 25 anos dá mais de 1 trilhão de reais. Se nós considerarmos apenas 10 anos, isso dá, aproximadamente, 400 bilhões de reais. Com essas duas medidas, nós estamos oferecendo ao Plenário, como alternativa a essa economia em cima do pobre, um financiamento da Previdência de 900 bilhões de reais. Mas há ainda algo que é preciso ser dito. O grande empresariado brasileiro parte daquilo que parece ser um princípio para eles: dívida velha ele não paga; e dívida nova ele deixa envelhecer. E só neste ano está prevista uma renúncia fiscal de 300 bilhões de reais Š só neste ano! Se nós cobrarmos 100 bilhões de reais, que não é nada, perto do que acontece no País, em 10 anos nós teremos pelo menos 1 trilhão de reais... (Desligamento automático do microfone.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Tem a palavra o último orador inscrito, o Deputado Celso Sabino.",09/07/2019,188
ARLINDO CHINAGLIA,PT,SP,"Deixe-me concluir, Presidente.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Só 1 minuto, Deputado Celso Sabino. Como eu dei mais tempo ao Deputado Samuel Moreira, darei também ao Deputado Chinaglia.",09/07/2019,188
ARLINDO CHINAGLIA,PT,SP,"Usarei menos de 1 minuto. Só aí V.Exas. têm a demonstração inequívoca de que é possível buscar financiamento suficiente em cima daqueles que podem e devem pagar, em vez de aprovar esta proposta que fere os pobres.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Tem a palavra o Deputado Celso Sabino, por 5 minutos.",09/07/2019,188
CELSO SABINO,PSDB,PA,"Srs. Deputados, Sras. Deputadas, peço licença a V.Exas. para falar aqui com cada um dos quase 15 milhões de brasileiros que estão agora procurando emprego. Quero falar com você que está sem esperança, com você que está imprimindo currículo e buscando nas empresas, nos órgãos públicos, nas repartições públicas, uma ocupação. Quero falar com você, pai ou mãe de família, que está vendo o seu filho concluir os estudos sem perspectiva de trabalho. Quero falar com você, estudante, que está agora procurando nos classificados uma oportunidade de trabalho. Infelizmente, a economia do nosso País não tem permitido que essas pessoas cheguem ao mercado de trabalho. Quero falar também com você, adolescente de 15, 16 anos, que está nos acompanhando agora, você que não tem perspectiva nenhuma de se aposentar com as atuais regras. Você, jovem, se este Plenário não tiver a responsabilidade de votar hoje e amanhã esta reforma da Previdência, talvez tenha que viver num País onde a quase totalidade do orçamento público precisará, Deputado Adolfo Viana, ser gasta com a aposentadoria daquelas pessoas que trabalharam e contribuíram. Quero falar com você, cidadão brasileiro, que está desempregado e com você, jovem, que está sem perspectiva de trabalho, com você que está buscando hoje uma perspectiva e com você que tem um familiar que está nessa situação. Este Congresso não lhes faltará. Os homens e as mulheres de bem deste Parlamento, da Câmara dos Deputados, terão a responsabilidade de votar esta importante reforma. Aristóteles dizia, Presidente Rodrigo Maia, há milhares de anos:  Você não fará nada neste mundo sem coragem. Ela é uma das melhores qualidades da mente, ao lado da honra.  E este Parlamento é formado por homens e mulheres de bem e de responsabilidade em sua maior parte. Aqui quero fazer um parêntese para parabenizar o trabalho do Relator, o Deputado Samuel Moreira, assim como o trabalho de todos os que atuaram na Comissão Especial, sob a Presidência do Deputado Marcelo Ramos. Quero aqui elogiar também, Deputado Rodrigo Maia, a atuação de V.Exa. ao longo de todo esse processo. A Câmara dos Deputados pegou as rédeas desta reforma da Previdência e irá entregar à população brasileira um projeto de responsabilidade. Quero aqui falar pela grande maioria das pessoas que eu represento, pessoas que se manifestaram através das minhas redes sociais, as centenas de pessoas que me abordaram por meio do Facebook, do Instagram ou pessoalmente, pedindo que eu votasse a favor da reforma da Previdência. E venho aqui hoje, com muita satisfação, dizer que me somo a esses jovens, a essas mulheres e a esses senhores. Quero aqui parabenizar e agradecer também o apoio ao corpo técnico da Secretaria da Previdência do Ministério da Economia, ao corpo técnico da Câmara dos Deputados e aos Deputados que se debruçaram sobre o texto desta reforma, para que ela fosse a melhor possível. Com certeza, o remédio poderia ser menos amargo. Com certeza, esta reforma poderia ser menor, se não tivessem desviado tantos e tantos bilhões de reais do orçamento público brasileiro, Deputada Bia Kicis. Talvez, esta reforma pudesse ser menos amarga, se os Governos do nosso País, há alguns anos, tivessem tomado outros rumos. Talvez assim esta reforma, hoje, pudesse ser mais amena. Mas tenham todos a certeza de que esta reforma está no limite da despesa, no limite da necessidade do cidadão brasileiro. E nós seremos responsáveis não só com esta geração, mas também com as futuras gerações. Eu já quero aqui fazer o anúncio prévio do meu voto, Sr. Presidente, em respeito à grande maioria das pessoas que confiaram a mim a sua representação nesta Câmara, pessoas que se manifestaram através das minhas redes sociais, pois a grande maioria se manifestou pelo voto favorável à reforma da Previdência. Pelo amor que tenho ao povo do Pará, pelo amor que tenho ao povo brasileiro, pelo futuro das crianças e das próximas gerações, antecipo aqui o meu voto favorável a este projeto de reforma da Previdência.  (Palmas e apupos.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Sobre a mesa o seguinte requerimento: Senhor Presidente, Requeremos a V.Exa., nos termos do art. 117, inciso XI, combinado com o art. 157, §3º, do Regimento Interno, o encerramento da discussão da PEC 6/19 .",09/07/2019,188
GLEISI HOFFMANN,PT,PR,"Isso é imoral! Pode ser regimental, mas é imoral. Nós temos aqui uma matéria importante para o povo brasileiro. Podem falar três oradores para cada lado. Esta proposta mexe com a vida do povo.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Concedo a palavra ao Deputado Pedro Paulo.,09/07/2019,188
PEDRO PAULO,DEM,RJ,"Sr. Presidente, Srs. Deputados, é importante lembrar que a PEC 6/19 chegou aqui em fevereiro. Imediatamente, ela foi encaminhada para a Comissão de Constituição e Justiça e lá permaneceu por quase 2 meses em debate. Ultrapassado o rito da avaliação de constitucionalidade da proposta, foi instalada a Comissão Especial. E, nessa Comissão Especial, nós passamos quase 90 dias em debate. Mais de 30 pessoas de diferentes matizes ideológicos defenderam a reforma ou firmaram posição contra a reforma. Em 20 reuniões ordinárias, nós estabelecemos diversas discussões. Depois, houve um processo de votação em que cada passo do Regimento foi absolutamente respeitado pelo Presidente da Comissão Especial, o Deputado Marcelo Ramos. Com paciência, em todas as discussões, o Relator Samuel Moreira ouviu atentamente cada ponderação de todos os partidos. Sras. e Srs. Deputados e todos os que estão nos acompanhando em casa e nas redes sociais, este processo não vai se encerrar agora. Nós estamos ainda no início do primeiro turno de votação. E eu não tenho nenhuma dúvida de que o rito regimental nos fará permanecer aqui provavelmente até sexta ou sábado, para que a Câmara possa dar uma resposta para o Brasil. Mas nós não podemos fazer desta uma discussão sem fim, com o uso de subterfúgios para atrasá-la. Sabem por quê? Porque o Brasil tem pressa, não são só, Deputado Celso Sabino, os 15 milhões de desempregados. Esses são aqueles que, ainda com esperança, procuram emprego. O Brasil tem quase 40 milhões de pessoas que perderam a esperança de arrumar emprego. E isso acontece porque o Estado brasileiro quebrou. Hoje, de 1,4 trilhão de reais que o Orçamento da União tem disponíveis, 95% estão capturados por despesas obrigatórias. O Orçamento está engessado. E a maior despesa obrigatória é com a Previdência. Aqui não há 390 liberais, mas a maioria, não só do Parlamento, como também da população, sabe que é preciso ajustar o sistema previdenciário, que o Brasil não terá futuro, se nós não organizarmos a despesa do Estado brasileiro. O Brasil não cresce porque o principal problema é o dilema fiscal. E é preciso coragem para resolver isso. Ninguém aqui está feliz por ter que ajustar o sistema previdenciário, não. Mas nós precisamos fazer essa tarefa, olhando para o agora e olhando para o futuro, porque a responsabilidade que nós temos também é com nossos filhos e com nossos netos. Lá na Grécia ninguém saiu às ruas para pedir reforma da previdência. Em Portugal, quando o país quebrou, as pessoas não foram às ruas pedir reforma da previdência. Mas, aqui no Brasil, nós tivemos a consciência de boa parte da população, que foi às ruas pedir que nós ajustássemos a nossa Previdência. Hoje o Datafolha confirma aquilo que todos nós sabemos: a população, majoritariamente, aprova isso que nós estamos fazendo hoje.  Ah, mas as pessoas mais humildes não aprovam.  Não é verdade. Quando se busca a opinião de quem tem ensino fundamental, vê-se que essas pessoas são a favor da reforma. Ah, o servidor público está contra!  Não é verdade, porque hoje o Datafolha mostra que o servidor público, majoritariamente, é a favor da reforma. Então, nós precisamos fazer aquilo que o eleitor nos deu, outorgou, o direito de ajustar o Estado brasileiro, olhar para a frente, fazer o Brasil crescer, gerar emprego e reduzir desigualdade. O primeiro passo é reformar o sistema previdenciário Š não é o único, mas o primeiro Š, para o Brasil ir adiante.",09/07/2019,188
