autor|partido|uf|discurso
MARCELO RAMOS|PL|AM|Obrigado, Deputada Joenia Wapichana. Tem a palavra o Deputado Zé Neto.
ZÉ NETO|PT|BA|Sr. Presidente Marcelo Ramos, inicialmente, eu queria saudá-lo pela sua Presidência. Saúdo também o Deputado Samuel Moreira, que é o Relator, e o Vice-Presidente, o Deputado Silvio Costa Filho. Eu acho que neste momento está em jogo muita coisa além de um texto. V.Exas. representam o Parlamento. E V.Exas. sabem mais do que eu que esse Governo que aí está não respeita este Parlamento. Deputado Samuel, tenho certeza de que, em alguns dos avanços que ocorreram nesse texto, V.Exa., o Deputado Marcelo Ramos e o Deputado Silvio Costa Filho tiveram uma interferência grande, porque estão ouvindo a Casa. E ouvir a Casa não é ouvir uma pessoa individualmente; é ouvir os reclames da sociedade. Eu tenho convicção disso. Que das mentes de V.Exas. não saia esta reflexão: a quem vão servir, ao povo brasileiro ou a este Governo, que não os respeita? Desculpem- me a sinceridade, mas eles não respeitam este Parlamento, nem os filhos nem o Presidente. Tratam este Parlamento, num momento em que inclusive precisam dele, com desdém, com arrogância. E o que eu tenho visto na mídia e nesta Casa também, quando aqui esteve presente o Ministro Paulo Guedes, é que o Ministro não tem nenhuma afinidade com a democracia e não tem nenhum respeito pelo Brasil, nem por V.Exas., nem por nenhum de nós. Ele acha que isto aqui é um cartório e que têm que passar por aqui, neste lugar que ele acha que é um cartório, os interesses dos banqueiros internacionais e os interesses dele. Ele não sabe o que é o Brasil, não quer saber o que é o Brasil e não conhece o que é o Brasil. E que nenhum de nós tire da cabeça que quem votar o que está aí não volta para esta Casa Š não volta! Š, porque esta reforma é uma grande mentira. Nós não somos contra a reforma. Eu sou do PT da Bahia, e lá nós fizemos uma mudança na Previdência, com nosso Governador Rui, aumentando de 12% para 14%. Eu fui Líder do Governo dele. Por 8 anos, eu fui Líder de Governo dele e de Wagner. O que fizemos? Pegamos recursos, ampliamos os recursos dentro da própria Previdência para saneá-la, para salvar a nossa Previdência. Todos sabem que nos Estados a Previdência vai muito mal. Mas nós não estávamos fazendo economia com a Previdência, que é diferente. Alguns dizem:  "Ah, lá você mexeu, aqui você não quer mexer" . Não, lá nós mexemos para salvar a Previdência, e não para sepultá-la. O que Paulo Guedes quer é sepultar a Previdência. Inclusive, nesse afã de sepultar a Previdência, passou por cima de V.Exas. todos. Quando diz que, custe o que custar, ele vai fazer uma nova Previdência, que ele chama de capitalização, que, para mim, é uma roubalheira cometida contra o povo brasileiro, ele está dizendo que vai fazer isso porque esse é o condão dessa reforma. Reunião de: 19/06/2019 Espere aí! Nós estamos trabalhando. Lula fez reforma, Dilma fez reforma. Qual foi a reforma que Lula fez? Não mexeu com o Regime Geral. Dilma fez reforma: 85/95. Mexeu com quem? Mexeu com quem, gente? Com todo o mundo! Mas para quê? Deputado Samuel, para salvar a Previdência. A Previdência é a mais importante política de distribuição de renda que nós temos neste País. Eles contam toda hora uma mentira. É mentira em cima de mentira. Eu ouvi no plenário várias vezes:  "O Brasil é o país que mais gasta com Previdência no mundo" . Do PIB, a Itália gasta 16,3%; Portugal, que todo o mundo usa muito ultimamente como modelo, gasta 14%. Acho que se devia usar também aqui o regime progressivo de cobrança de imposto que existe lá, que existe também nos Estados Unidos, já que eles querem parecer com os americanos. Eles querem parecer com os americanos no que é bonitinho, mas, no que é obrigação, não querem. Por que não trabalham aqui para construir uma reforma tributária progressiva, em que quem ganha mais paga mais? Esta reforma aqui é regressiva, é infame. No interior, Deputado Silvio, no Sertão, usamos a expressão "infame" para dizer que é ruim, é miserável. O mais pobre paga mais imposto. Então, vamos fazer como em Portugal, onde se gastam 14% do PIB. Vamos escolher um país que eles usam todo dia como exemplo de como tem que ser: o Chile. Sabem de quanto é esse gasto no Chile, gente? É de 3% do PIB. Esse é o modelo que Paulo Guedes quer? O Brasil gasta 7,7% do PIB com Previdência. Essa é uma situação que precisa ser desmentida e desmistificada. V.Exas. são de diversos Estados. Aqui há pessoas do Sertão, do Nordeste, do Sul, do Sudeste. O Brasil todo está aqui. Agora, eu vou dizer quanto representa a Previdência no meu Estado. Aliás, diga-se de passagem, V.Exas. fizeram um esforço grande para mudar o contexto, porque no contexto anterior 84% de economia vinha da reforma no Regime Geral, da assistência fásica e da focalização do abono salarial Š do BPC e do abono. Tiraram o BPC. Parabéns, isso é bom, ótimo! Tiraram o BPC, mas mantiveram o abono. Ainda deram uma calibrada aqui no FAT, tirando dinheiro do BNDES, que é dinheiro de fomento, de geração de emprego e renda, de desenvolvimento. Eu não estou entendendo. Sabem o que é isto aqui? É mais uma dele. Ele está cada dia mais fragilizando a Caixa Econômica, fragilizando o Banco do Brasil, fragilizando o Banco do Nordeste, fragilizando o BNDES. E a cada dia vemos uma maior fragilização dos mecanismos de fomento, que geram emprego e renda. Pois bem, vamos ver os números.
SAMUEL MOREIRA|PSDB|SP|Deputado, eu não tenho nenhuma autorização Š nem é minha função; nós perdemos na eleição passada, não somos Governo Š, mas quero fazer justiça em relação a determinado ponto: a questão do BNDES quem colocou foi o Relator. Fui eu que coloquei esse item.
ZÉ NETO|PT|BA|Foi?
SAMUEL MOREIRA|PSDB|SP|Sim, porque eu entendi que, num momento em que há déficit no FAT Š o dinheiro vem do PIS e entra no FAT Š e o FAT tem que ser coberto pelo Tesouro para pagar as suas... A contagem de tempo do Deputado foi parada?  (Pausa.) O Governo tem que aportar recursos do Tesouro, dívida que ele contrai com juros mais altos, inclusive, porque o País está tendo déficit, e o Governo tem que cobrir seus déficits. Então, quando ele bota dinheiro do Tesouro, que é da saúde, da educação e até de dívidas, porque ele aumenta a dívida brasileira para cobrir esse buraco do FAT, não é justo que ali no FAT esteja emprestando dinheiro mais barato para o BNDES. Eu coloquei esse item até para abrir uma discussão. Essa legislação existe há 30 anos e direciona automaticamente dinheiro para o FAT. Ao cair ali, 40% disso já vai direto para o BNDES. Então, eu acho que deve haver um debate melhor sobre isso, porque também se empresta para o BNDES e, ao mesmo tempo, contrai-se dívida em outro lugar para cobrir esse buraco com dinheiro do Tesouro. Fica meio incompatível emprestar recurso e, ao mesmo tempo, ficar devendo, pagando mais pelo que se deve, contraindo mais dívida. É uma coisa para ser debatida.
ZÉ NETO|PT|BA|Deve ser debatida. Concordo.
SAMUEL MOREIRA|PSDB|SP|Nós temos direito a um voto complementar e estamos abertos a propostas. Só não acho justo que isso fique do mesmo jeito que está.
ZÉ NETO|PT|BA|Eu queria passar para V.Exa., então, a minha opinião. No conjunto da obra, há uma fragilização dos bancos de fomento: Caixa Econômica, Banco do Brasil, Banco do Nordeste e BNDES. Eu estou até entendendo em parte o que V.Exa. quer. Só estou lhe pedindo que reflita sobre o conjunto da obra. Nós estamos a cada dia tirando mais dinheiro do mercado. Estamos tirando de quem gera emprego, renda e desenvolvimento. Eu estou dizendo isso a V.Exa. porque estamos caindo na mão dos bancos particulares, e essa é outra tragédia. Quem está do outro lado pode não estar sabendo o que ele quer quando fala em capitalização. Muita gente não Reunião de: 19/06/2019 sabe. Alguns amigos meus empresários não sabem. O que existe por trás disso? Vamos criar uma capitalização, que é outra previdência. A diferença em relação ao que fizeram Lula e Dilma Š é o que estamos dizendo no dia a dia quando se defende a reforma de Previdência Š é que eles fizeram essas mudanças para recuperar a Previdência, para dar gás à Previdência. O que está se fazendo aqui não é para recuperar a Previdência. Vamos botar os pingos nos is! Eu acho um absurdo retomar-se aqui, como ouvi nos corredores da Casa, essa conversa de capitalização. Não se pode retomar essa conversa de capitalização. Chega! Capitalização é o empresário chamar o empregador e dizer:  "Qual é a previdência que você tem?" "Eu tenho uma pública, a tradicional, a do Regime Geral."   "Ah, eu quero que você, daqui para a frente, tenha a capitalização, porque eu não vou pagar a minha parte!"  E, mesmo quando quiserem que o empresário contribua, esse dinheiro vai para as mãos de quem? De um banco. Então, vai se tirar de onde? Da solidariedade que existe hoje no regime de Previdência que estamos defendendo. Quero aqui saudar o nosso Relator, o Deputado Samuel. Com todas as mudanças, ainda nos chega a informação de que continua acima de 80%. E o que continua acima de 80%? Abono e Regime Geral, em que na média se ganha 1,7 salário mínimo. E ninguém venha me dizer que está correto o que está sendo feito, por exemplo, com aqueles que... Vamos começar a ser mais flexíveis! Quanto à pensão pós-morte, a questão dessa cota ainda é uma perversidade. Além de ser uma perversidade, vai mexer com o Regime Geral muito mais. Inclusive, a tendência, em 20 anos, é que, do Regime Geral, das pensões e desses abonos, sairão mais de 90% da economia. Trata-se mais de uma reforma fiscal do que de uma reforma previdenciária. E qual a diferença entre uma reforma previdenciária e uma reforma fiscal? A reforma previdenciária de Lula e de Dilma Š alguns ficam aqui neste plenário sem saber do que estou dizendo Š foi feita para recuperar a Previdência, para fortalecer a própria Previdência. Esta reforma fiscal que está sendo feita com cara de reforma previdenciária não tem nada para recuperar a Previdência: ela fragiliza a Previdência, dificulta o acesso à Previdência, monta um esquema de racha na Previdência com a capitalização, que, inclusive, estão anunciando pelos corredores. E foi assim que se quebrou o caminho de negociação com os Governadores. A Bahia, representada pelo nosso Governador Rui Costa, começou a negociar, mas o que aconteceu depois? Os acordos estão sendo cumpridos? Os acordos foram cumpridos para valer? Ou houve esperteza nessa história? Então, Sr. Presidente e Sr. Relator, nós temos que começar a entender o que está se passando. Está em jogo, inclusive, o futuro mais próximo. O futuro mais próximo é amanhã, é daqui a pouco, é agora. Vejam que número extraordinário encontramos na Bahia, Estado que conheço de perto: nós temos lá este ano um déficit previdenciário de 4 bilhões, que chegará a 4,8 bilhões ao fim deste ano. Deputado Marcelo, nós arrecadamos 45 bilhões. Este ano, com a arrecadação que será executada, o déficit previdenciário será de 4,8 bilhões, mais ou menos, o que corresponde a mais de 10% da nossa receita final. Mas é bom lembrar uma coisa importante: sabe quanto representa o valor do ICMS, que depende muito de recursos e de dinheiro nas mãos das pessoas, para que circule a mercadoria, os serviços? Da nossa receita, 81% vêm do ICMS. É o dinheiro do ICMS que mantém o Estado da Bahia, assim como os demais Estados do Brasil. E, no Brasil, no âmbito da União, mais de 70% Š o percentual era esse, mas não estou com o dado atual aqui Š vêm de receitas indiretas, de impostos indiretos incidentes sobre o consumo. Pois bem, na Bahia, chegam hoje de recursos da Previdência 28,5 bilhões por ano, Deputado Silvio. Olhem que número: 28 bilhões chegam da Previdência à Bahia. E sabem quanto chega do FPM? Não chegam 9 bilhões. Vou dar o número exato: 8,3 bilhões do FPM, para os 417 Municípios, quer dizer, mais de 70% dos nossos Municípios têm mais dinheiro chegando para a Previdência do que para o FPM. Isso é para que nos lembremos de que, ao tirar do mercado 1 trilhão Š sendo que 80% vêm dos mais carentes Š, esse dinheiro está sendo tirado do mercado. E os empresários não entenderam ainda que não existe esse condão de que essa reforma da Previdência... E por isso eu digo aqui, novamente: quem votar não volta, porque não vão dar, não vão entregar isso. Quem está pensando que, com a reforma sendo feita dessa forma, vai entregar alguma coisa positiva para gerar emprego e renda lá na frente, não vai, porque vai retirar, de imediato, 100 bilhões de reais por ano da economia, de Estados fragilizados, debilitados. Uma parte grande desses recursos Š esses 100 bilhões de reais Š não será retirada amanhã ou depois, é agora, já. E vai tirar de onde? De Estados que já estão fragilizados e que não conseguem perder mais um centavo. Aí se fala muito em Brasil, Brasília, Brasil, Brasília... Sim, mas onde está? Esta semana aprovamos a PEC 391, que garantiu 1% a mais para os Municípios, começando o pacto federativo. E serão 0,25 agora; 0,50, em 2022; e, em 2023, vai para 1%. Não é isso? Mas venham cá: de um lado, estamos dizendo que vamos fazer um pacto federativo diferente; de outro, estamos dizendo que vamos tirar dinheiro que circula nas veias dos Municípios, que vamos tirar 100 bilhões de reais por ano de dinheiro que circula na economia. E vamos trazer esse dinheiro para onde? Para Brasília. Aí vem a pergunta: e o segundo tempo Reunião de: 19/06/2019 do jogo, como vai ser? E digo isso porque o Banco do Nordeste está sendo fragilizado, a Caixa Econômica está sendo fragilizada, as linhas de fomento fragilizadas. Muito ao contrário, quando os empresários perguntam ao Paulo Guedes o que ele vai fazer, sabem o que ele diz?  "Está aqui na manga do paletó. Vão lá atrás dos Deputados de vocês, depois nós vamos ver como fazemos". Então, é essa a falta de transparência, essa é a situação difícil que vivemos. Não sou contra que se mexa na Previdência. Não sou contra. Acho que temos que mexer com a Previdência, temos que mexer com a economia, temos que mexer com a reforma tributária, temos que mexer com a reforma fiscal, mas temos que olhar o Brasil com o pé no Brasil, para deixar de lado o discurso fácil e, na prática, fazer o inverso. E encerro dizendo agora a V.Exas. que nós precisamos de muita sensibilidade desta Casa. Eu queria só reiterar o que disse quando comecei a minha intervenção, porque vou terminar com a mesma pegada. Nós, do Parlamento, temos uma grande responsabilidade com este País agora. E eu peço a V.Exas. e aos partidos que estão neste momento representados que reflitam mais pelo Brasil do que por uma aventura de um Ministro da Economia que pouco está se lixando para o que vai acontecer amanhã ou depois, porque ele está mais preocupado com os negócios dos banqueiros internacionais do que com a dolorosa dificuldade, o doloroso momento e o doloroso desemprego que nós estamos vivendo neste instante, em um movimento de tragédia social que está se aproximando. Portanto, pensemos no Brasil, pensemos em quem nos trouxe para cá e, acima de tudo, pensemos naqueles mais necessitados, que têm na Previdência do nosso País a política mais importante de distribuição de renda.
MARCELO RAMOS|PL|AM|Obrigado, Deputado Zé Neto. Passo a palavra à Deputada Joice Hasselmann. Depois, ao Deputado Kim Kataguiri.
JOICE HASSELMANN|PSL|SP|Sr. Presidente; Sr. Relator; Sr. 1º Vice-Presidente, Deputado Silvio; meus queridos amigos, antes de entrar no tema específico da Previdência, Sr. Relator, Deputado Samuel, eu quero falar um pouquinho sobre outro tema que dominou as discussões aqui nesta Comissão e que envolve uma decisão que foi tomada pelo Senado ontem quanto à derrubada do batizado decreto das armas que eu, como Parlamentar e como defensora da liberdade, digo que infelizmente foi derrubado. Porém, respeito a decisão daquela Casa, pois foi uma derrubada por maioria, e assim é construída a democracia. Na democracia, nós não deitamos no chão, não gritamos, não esperneamos. Nós debatemos e tentamos vencer com a maioria. Mas aqui, durante a discussão, houve algumas distorções, e eu, como Líder do Governo no Congresso Nacional, não posso deixar de pontuá-las, porque a sensação que dá, no debate, Sr. Presidente, Sr. Relator, é a de que armas têm vida e que elas saem por aí matando sozinhas. Esta é a sensação quando escutamos que as armas vão aumentar a violência. É como se a arma tivesse vida própria, e um belo dia ela resolvesse, sozinha, sair atirando nas pessoas. Então, nós precisamos deixar essa discussão de uma forma mais madura. Armas não matam. Pessoas matam. Pessoas usam armas para matar. Pessoas más, criminosos, esses usam armas, e qualquer tipo de arma. Quero lembrar aqui que, em um passado recente, há menos de 1 ano, houve um crime bárbaro em uma creche, onde uma pessoa entrou com um galão de querosene e incendiou crianças. Aqui no Brasil. Não era uma arma de fogo, mas havia um homem mau por trás de um galão de querosene, com uma caixinha de fósforos na mão. Crianças morreram, uma educadora morreu. Foi uma tragédia neste Brasil! O homem mau, o criminoso, usa todo tipo de arma contra o cidadão de bem, que hoje não tem o direito de se defender, porque a lei não lhe garante o direito à defesa. Eu defendo a liberdade! Eu defendo o direito do cidadão, homem e mulher de bem, de defender a si e à sua família. Vou fazer até uma comparação, senhores. Culpar a arma pelo crime é a mesma coisa que culpar uma colher por engordar. A culpa não é da colher! A culpa não é da arma! Nós precisamos ter maturidade para entender esta discussão. É engraçado, não é, Deputado Silvio Costa Filho? Mas é isso! É isso! As coisas não têm vida própria. Pessoas têm vida e agem de acordo com sua índole, com sua educação, com seus desejos, com sua bondade ou com sua maldade. Nós, deste Governo, defendemos a liberdade Š e a liberdade de escolha. Ninguém está dizendo aqui que cada cidadão, se o decreto tivesse sido mantido... Eu espero que seja mantido na Câmara. Se não for, há outras maneiras, há projetos de lei, mas nós temos que enfrentar este debate. Eu defendo a liberdade do cidadão de escolher se quer ou não ter a sua arma, se quer ou não ter o direito a essa defesa. Alguns Parlamentares usaram exemplos aqui de grandes tragédias, hoje aqui e ontem também no Senado. Tragédias em escolas, tragédias em igrejas, em que algumas pessoas entram, abrem fogo e matam muitos inocentes. Isso para justificar uma cultura desarmamentista. Reunião de: 19/06/2019 Gente, pelo amor de Deus! Isso é uma desonestidade intelectual! Aquelas pessoas que estão lá e que entram com uma arma matando inocentes não são as pessoas que estariam protegidas ou que estariam tendo o direito a esta arma legal. Criminoso não cumpre a lei! Ele vai continuar com armas ilegais, e vai continuar, com ou sem lei desarmamentista, cometendo crimes. Alguém em sã consciência acha que essa discussão realmente é para proteger ou para dar direito ao bandido, ao criminoso, ao insano, ao maluco? Claro que não! Estamos falando aqui de dar o direito à vítima de se defender. Repito: ao homem de bem. Se houvesse uma única pessoa de bem armada, sabendo usar uma arma, em um desses locais onde aconteceram tragédias, como a de Columbine, por exemplo, que ficou tão conhecida no mundo inteiro, essa pessoa poderia ter evitado a tragédia ao abater apenas o criminoso. Então, minha gente, eu quero aqui pontuar, porque foi muito debatido nesta Comissão, que não é uma Comissão para tratar desse assunto, mas eu não posso deixar de me posicionar. Nós defendemos a liberdade, e a lei não pode nos condenar à morte. A lei, Deputado Silvio, não pode nos condenar à morte. Não há vida sem liberdade. A lei não pode nos tirar o direito à defesa, o direito à liberdade. Então eu creio que neste Congresso Nacional nós faremos um debate com muita maturidade sobre um tema que a população já decidiu. Ou nós respeitamos o desejo do povo, que já decidiu e foi "bypassado" pelo Estatuto do Desarmamento Š foi "bypassado" Š, ou então isto não é democracia. O povo decidiu, a maioria decidiu. Democracia é respeitar a vontade da minoria, sim, mas entender que a maioria vence. A maioria vence, e a maioria tomou sua decisão. Nosso Presidente foi criticado porque associou ditaduras ao desarmamento do povo. Ora, o que é a Venezuela? O que fez o ditador comandante da Venezuela senão sequestrar seu próprio povo desarmado? Foi isso que ele fez. Ele sequestrou o povo desarmado. Quem não tem direito à liberdade e à defesa vira gado. Nós não podemos compactuar com isso. Se qualquer um, qualquer um, não quer ter uma arma para se defender, muito bem! Isso é um problema individual daquele que não quer. Respeitamos. Eu, como defensora da liberdade, defendo. Se qualquer um acha que não tem que reagir para se defender ou defender sua família, muito bem, é um direito seu. Mas, se qualquer um acha que o seu direito está acima do direito da maioria do povo brasileiro e da vontade da maioria do povo brasileiro, aí o problema é da nossa Nação. Esse é um problema que o nosso Congresso Nacional, a nossa Câmara e o nosso Senado terão que enfrentar com muita maturidade. Eu espero que aqui na Câmara nós possamos rediscutir o decreto do Presidente e manter o direito à liberdade. Agora, sim, falo de Previdência, que é o nosso tema central. Antes de tudo, eu quero lembrar as razões de todos nós estarmos aqui. Todos queremos um Brasil melhor. Um Brasil melhor, Sr. Relator, passa por mais empregos, passa por renda para a população, passa por oportunidades, passa por menos privilégios. Os privilégios são de poucos. É oportunidade para muitos, privilégios para poucos. Isso é um bom Brasil, isso é o que nós queremos construir. Passa por atitudes corajosas e responsáveis deste Parlamento. V.Exa. tem sido muito corajoso, Sr. Relator. Eu tenho que admitir isso. Eu tenho visto a sua luta. Sei que não é fácil, mas também sei que o senhor não é de se matar com a unha, não. É guerreiro, sabe brigar o bom combate, sabe lutar o bom combate. Nós estamos aqui enfrentando corporações, ideologias e interesses. Nós estamos enfrentando isso para que possamos aprovar uma reforma pelo bem do povo brasileiro. As nossas ações precisam levar em conta não os interesses de grupos particulares, mas as necessidades do nosso País como um todo. A nossa dívida pública está em níveis alarmantes para um país emergente e tende a aumentar, e muito, nos próximos anos se não colocarmos um pé no freio e não mantivermos o nosso País no rumo da sustentabilidade. A nossa carga tributária é altíssima. Ninguém quer sacrificar mais a nossa população com aumento de imposto. Não dá! Eu comparo, Sr. Relator, Sr. Presidente, a nossa Previdência hoje com uma grande mangueira esburacada. Não adianta colocar mais dinheiro, mais água, colocar mais vazão, porque a água vai escapar pelos buracos. É exatamente o que acontece hoje com o dinheiro, o nosso dinheiro, que vai para cobrir rombo de previdência. Então, nós temos que botar um freio nisso, destravar a economia, gerar emprego, gerar renda para o Brasil que quer trabalhar, que quer estudar, que quer produzir, que quer de fato melhorar de vida. Nesse sentido, eu quero parabenizar o Relator aqui por atitudes corajosas, e não populistas, como a inclusão no parecer de retirar da Constituição a possibilidade de aposentadoria compulsória para magistrados. Falo obviamente daqueles que são penalizados. Hoje a penalidade é uma brincadeira:  "Vamos aposentá-lo compulsoriamente" . Não, isso está sendo retirado. Nós não queremos mais uma carga tributária alta, Sr. Relator. Nós queremos reconstruir o nosso País da base. E a base é a Previdência. Eu sei que V.Exa. assim entende. Os nossos serviços públicos não atendem às necessidades básicas da nossa população, que clama por saúde, por segurança, por educação. Assim, a Nova Previdência é uma condição necessária para transformar esta realidade, destravando a nossa economia e gerando esse emprego e essa renda. Reunião de: 19/06/2019 Há mais atitudes corajosas que V.Exa. tomou, como a questão de idade mínima. Nós precisamos ter uma idade mínima no Brasil! Nós temos! É o básico do básico para que nós tenhamos um planejamento: idade mínima; avançar com essas atitudes audaciosas; lutar, Sr. Relator, para incluir Estados e Municípios. E aqui, esse é um dever de todos nós. Temos que lutar lá no plenário para incluir Estados e Municípios. Vai depender de todos, não só de partido da base ou de quem se diz independente. Todos lutando para incluir Estados e Municípios, porque não se faz Š de novo Š, numa democracia, nada sem maioria. Então, se houve um acordo, muito bem costurado, com mais de uma dúzia de Líderes de partidos dizendo:  "Sr. Relator, até aqui podemos ir; daqui para a frente não dá mais",  agora nós temos um dever de casa para tentar dar um pouco mais de musculatura neste texto lá no plenário. Eu creio que é possível. Como é possível? Da mesma forma com que V.Exa., Sr. Relator, conseguiu um relatório que gera uma economia que é mais do que o dobro da que a reforma do ex-Presidente Michel Temer gerava. Eu sei que este relatório não atende 100% as expectativas do Governo. Eu sei disso, todo mundo sabe. Nós mandamos para cá um texto, e houve mexidas Š de novo: do processo democrático. A reforma tem que passar. Ela tem que passar, tem que ser aprovada, senão vira discurso. E discurso só aqui não serve para nada. Queremos prática; queremos que, de fato, isso gere coisas boas para o povo. E sabe o que é bom para o povo, Presidente? Dinheiro no bolso. É isso que o povo quer, emprego e dinheiro no bolso. É isso que é bom para o povo. É ter bom serviço, é o dinheiro público estar bem empregado. É isso que o povo quer. Então, eu quero parabenizá-lo, Sr. Relator, ainda que este não seja o relatório dos sonhos do Governo, que incluía a capitalização. Eu creio que esse debate tem que retornar. Eu ouvi aqui o Deputado que me antecedeu dizendo:  "Vamos tirar de uma vez a capitalização" . Não. Se nós não conseguimos voltar com ela em plenário, nós podemos voltar a discuti- la nesta Casa. O debate não está sepultado, não. Aliás, nenhum debate está sepultado nesta Casa, e nós não vamos desistir de discutir, de debater e de tentar aprovar. Mas eu quero dizer que, independentemente de não ser o texto idêntico ao que o Governo mandou, é uma boa baita reforma, sim Š repito Š, que gera uma economia de mais do dobro daquela que a reforma do ex-Presidente Michel Temer gerava. No mais, eu peço aqui a união de todos, para que nós consigamos, em conjunto, construir alguns avanços em plenário, porque só em conjunto vamos conseguir, só em conjunto nós vamos conseguir avançar. Eu creio que o Brasil merece, precisa, e nós vamos conseguir. Muito obrigada, senhores.
MARCELO RAMOS|PL|AM|Obrigado, Deputada Joice. Com a palavra o Deputado Kim Kataguiri.
