autor|partido|uf|discurso
RODRIGO MAIA|PL|RJ|Deputado Lucas Vergilio, como orienta o Solidariedade?
LUCAS VERGILIO|SOLIDARIEDADE|GO|Sra. Presidente, o Solidariedade, seguindo esse acordo, vai orientar o voto "sim". Quero parabenizar V.Exa., que é uma das grandes líderes da bancada feminina, essa bancada feminina que orgulha tanto a Câmara dos Deputados. Eu não tenho dúvida de que já conquistou muito. A sua luta também fez com que chegássemos a esse acordo, relativo a esta emenda. Parabéns, Deputada Soraya Santos!
RODRIGO MAIA|PL|RJ|Obrigada, Deputado Lucas. Como vota o NOVO?
LUCAS GONZALEZ|NOVO|MG|Presidente, peço vênia aos meus irmãos e colegas da bancada evangélica Š também sou membro Š, mas o nosso encaminhamento será "não", porque acredito que a questão não é o abono, a questão é a renda. Precisamos fazer com que o nosso País melhore a renda, para que os nossos olhos não estejam apenas no abono. O Brasil precisa ganhar produtividade, competitividade, gerar riqueza, para que um dia, Presidente, possamos sonhar com um Brasil melhor, com renda melhor para todos. Por isso, o NOVO encaminha "não" ao destaque e "sim" ao texto.
RODRIGO MAIA|PL|RJ|Obrigada, Deputado. "Sim". Como orienta o Avante?  (Pausa.)
BIRA DO PINDARÉ|PSB|MA|O PSB, Sra. Presidente!
RODRIGO MAIA|PL|RJ|Como orienta o Avante?  (Pausa.) Como orienta o Patriota?
FRED COSTA|PATRIOTA|MG|"Sim", o Patriota orienta "sim"!
RODRIGO MAIA|PL|RJ|Como orienta o PV, Deputada Leandre?
LEANDRE|PV|PR|Sra. Presidenta, é importante registrarmos que estamos votando esta emenda aglutinativa para corrigir algo que já deveria estar no relatório. Quando nós lutamos para que as mulheres tivessem tempo diferenciado de contribuição, não foi porque as mulheres precisam ser diferentes, foi porque, no mercado de trabalho, elas são preteridas, foi porque elas têm condições realmente diferentes. São as mulheres que abrem mão de suas carreiras para que possam cuidar de um doente, para que possam cuidar de um idoso, para que possam cuidar dos filhos. Lutamos para que as mulheres tivessem essa diferenciação no tempo de contribuição a fim de garantir que elas tivessem a oportunidade de somá-lo, mas infelizmente no relatório veio uma diferença de 5 anos sobre aquilo que defendíamos. E, hoje, agora, é no mínimo constrangedor termos que votar esta emenda aglutinativa, que realmente corrige o texto do Relator, em detrimento do destaque do PCdoB, que faz justiça no que se refere à questão das pensões. O PV vai orientar "sim", mas registra a sua indignação com esse acordo, que não era acordo que a nossa emenda aglutinativa prejudicasse o destaque do PCdoB.
CHIQUINHO BRAZÃO|AVANTE|RJ|O Avante orienta "sim".
RODRIGO MAIA|PL|RJ|Como orienta o PSB?
BIRA DO PINDARÉ|PSB|MA|Sra. Presidente, o PSB compreende que, da forma como está a emenda aglutinativa, ela traz um prejuízo irreparável para as mulheres e para as viúvas principalmente, porque admite a possibilidade de se pagar um salário inferior ao salário mínimo. Compreendendo que temos adiante a Emenda Aglutinativa nº 11 e também o destaque do PCdoB, que garante integralmente as reivindicações das mulheres, nós do PSB vamos orientar voto "não", Sra. Presidente. E mais, reforçamos o entendimento da bancada evangélica, invocando o Livro de Isaías 1:17, que diz:  "Aprendam a fazer o bem, busquem o direito, socorram o oprimido, façam justiça ao órfão, defendam a causa da viúva".
RODRIGO MAIA|PL|RJ|Como orienta o PDT?
ANDRÉ FIGUEIREDO|PDT|CE|Sra. Presidente, nós do PDT temos o compromisso com a causa das mulheres, mas acreditamos que esta Emenda Aglutinativa nº 5 traz um prejuízo irreparável, porque prejudica o destaque do PCdoB, e justamente o destaque do PCdoB preserva, para as pensões de viúva, o mínimo de um salário. Vamos votar contra esta emenda porque queremos aprovar a Emenda nº 11, que é posterior ao destaque do PCdoB e traz as mesmas defesas das causas das mulheres. Portanto, o PDT orienta o voto "não".
RODRIGO MAIA|PL|RJ|Como orienta o PSOL, Deputada Sâmia?
SÂMIA BOMFIM|PSOL|SP|Presidente, esta emenda avança em um aspecto, ela garante que as mulheres possam atingir a integralidade com o cálculo a partir dos 15 anos de contribuição; no entanto, ela nos impede de votar algo que é indispensável, que nenhuma viúva neste País possa receber menos que um salário mínimo. Nós queremos votar "sim", encaminhar a Emenda nº 11 do PCdoB, que garante que nenhuma mulher possa receber menos que um salário mínimo. A aprovação desta emenda impede o nosso voto de proteção às viúvas. Por isso, o PSOL encaminha o voto "não". É constrangedor que tenhamos que garantir parte dos direitos das mulheres ao mesmo tempo em que se impede que as viúvas possam sustentar suas famílias com dignidade. Menos de um salário mínimo para uma família que está passando pela dor da perda de um ente querido é uma crueldade gigantesca com milhões de mulheres brasileiras... (Desligamento automático do microfone.)
RODRIGO MAIA|PL|RJ|Como orienta o Patriota?  (Pausa.)
TONINHO WANDSCHEER|PROS|PR|E o PROS?
RODRIGO MAIA|PL|RJ|Como orienta o Patriota?  (Pausa.) Como orienta o PMN?  (Pausa.)
TONINHO WANDSCHEER|PROS|PR|E o PROS, Presidente? Posso orientar pelo PROS?
RODRIGO MAIA|PL|RJ|Pode sim, Deputado.
TONINHO WANDSCHEER|PROS|PR|O PROS orienta "sim", aguardando a votação da Emenda Aglutinativa nº 7, que vai corrigir todas essas polêmicas sobre a renda de salário mínimo para as mulheres. O voto do PROS é "sim".
RODRIGO MAIA|PL|RJ|Como orienta a REDE?  (Pausa.) Como orienta o PHS?  (Pausa.) Como orienta a Maioria?  (Pausa.) Como orienta a Minoria?
ALICE PORTUGAL|B|BA|Sra. Presidenta, eu gostaria de me dirigir em especial aos Deputados e às Deputadas da bancada evangélica. Esta emenda tem muitas questões positivas que foram batalhadas pela bancada feminina, mas ela não trata das pensões. Nós vamos aprovar uma parte de benefícios que a bancada feminina conquistou relativamente ao tempo de contribuição para mulheres, para gestantes, mas vamos permitir que a pensão da viúva seja menor que um salário. Isso é uma iniquidade! Isso é abandono de pobres, viúvas e órfãos! Se falecer o marido de uma empregada doméstica, que está trabalhando, Deputada Benedita da Silva, e ela perder o emprego, essa viúva terá uma pensão de 60%. Por isso, nós estamos clamando, pedindo... (Desligamento automático do microfone.)
RODRIGO MAIA|PL|RJ|Deputado Henrique Fontana, como vota a Oposição?
ALICE PORTUGAL|B|BA|Vou finalizar.
RODRIGO MAIA|PL|RJ|Pois não, Deputada Alice.
ALICE PORTUGAL|B|BA|Vamos votar a Emenda nº 11, que garante as vitórias da bancada feminina e permite que o Destaque nº 2 seja apreciado, porque, se esta emenda for aprovada, cai o direito de a pensão ser de um salário mínimo. E é isso que nós estamos advogando para as viúvas, para os pobres, para os órfãos, para os trabalhadores rurais, para o trabalhador que é microempreendedor individual, o MEI, para todos os intermitentes. Um salário mínimo é justiça mínima para os que mais precisam no Brasil! O voto é "não".
RODRIGO MAIA|PL|RJ|Deputado Henrique Fontana, como vota a Oposição?
HENRIQUE FONTANA|PT|RS|Presidenta, eu quero pedir a atenção dos colegas e das colegas especialmente da bancada evangélica, que tem essa grande preocupação. O voto "não" a esta emenda é o voto que abre o caminho para garantir pensões de, no mínimo, um salário mínimo. O voto "sim" aqui atenderia a pauta feminina, mas nos impede de garantir a pensão de um salário mínimo. Nós podemos garantir a pauta feminina na emenda a seguir, a Aglutinativa nº 11. E, depois, no destaque do PCdoB, podemos garantir de fato para todas as mulheres a pensão de, no mínimo, um salário mínimo. Para defender a pauta feminina e a pensão de um salário mínimo, o voto é "não" a esta emenda, Presidente.
RODRIGO MAIA|PL|RJ|Como vota o Governo?
CORONEL ARMANDO|PSL|SC|O Governo vota "sim", porque ele tem a necessidade de fazer o que outros partidos tiveram a oportunidade de fazer e não fizeram. Nós temos a necessidade de fazer uma reforma para que haja regularização. E o Governo não vai deixar nenhuma viúva sem um salário mínimo de pensão. O Governo vota "sim".
RODRIGO MAIA|PL|RJ|A Presidência solicita às Sras. Deputadas e aos Srs. Deputados que tomem seus lugares, a fim de ter início a votação pelo sistema eletrônico.  (Pausa.)
JOENIA WAPICHANA|REDE|RR|Peço a palavra, Presidente.
RODRIGO MAIA|PL|RJ|Pois não, Deputada Joenia Wapichana.
ALICE PORTUGAL|B|BA|O Relator tem que ler a mudança de redação. Não pode ser assim!
RODRIGO MAIA|PL|RJ|Só para esclarecer: eu estou anunciando a votação pelo sistema eletrônico; porém, eu já tinha chamado a REDE. Então, vamos ouvir a orientação da REDE, e ao mesmo tempo vou liberando o painel. Concedo a palavra à Deputada Joenia Wapichana.
JANDIRA FEGHALI|B|RJ|Deputada Soraya, o Relator fez uma mudança. Ele tem que ler. Parece que há uma emenda de redação.
JOENIA WAPICHANA|REDE|RR|Presidente, quero justificar o voto da REDE. A REDE vota "não", por entender que é preciso garantir os direitos das mulheres no próximo destaque. Pensão por morte é um direito constitucional. Dessa forma, não podemos abrir mão de um direito que é tão importante para a população, principalmente para as mulheres. REDE, "não".
JANDIRA FEGHALI|B|RJ|Presidente, um esclarecimento, por favor. Tivemos a informação de que houve uma emenda de redação; na nossa compreensão, é uma emenda de mérito, o que regimentalmente não é possível. Presidente, por favor, V.Exa. pode dar esse esclarecimento ao Plenário?
ALICE PORTUGAL|B|BA|Onyx, não seja anti...
GIOVANI CHERINI|PL|RS|Presidente, V.Exa. me concede 1 minuto?
RODRIGO MAIA|PL|RJ|Pois não, Deputado Giovani Cherini.
GIOVANI CHERINI|PL|RS|Deputada Soraya, na realidade, o que nós estamos votando aqui é a garantia de 1 salário mínimo para a viúva. É isso que nós estamos garantindo. Se ela tiver outra renda formal, poderá ser 60%. Mas jamais a viúva vai ter menos do que 1 salário mínimo. Isso está bem claro aqui:  "renda formal" . Sabe-se que, muitas vezes, a mulher não tem renda formal, mas trabalha fora e tal. Isso não vai contar. Então ela vai ter sempre 1 salário mínimo. Não dá para vender a ideia de que essa emenda não garante 1 salário mínimo para a viúva. Garante, sim! Por isso o PL vota "sim".
RODRIGO MAIA|PL|RJ|Pela Liderança do PSD, concedo a palavra ao Deputado Júlio Cesar.
JÚLIO CESAR|PSD|PI|Meu querido povo brasileiro, Sra. Presidente, estou nesta Casa há seis mandatos, e em todos eles venho estudando soluções para os problemas do povo brasileiro. Nós temos aqui várias informações. Ontem, foi aprovada, com a maior votação que já presenciei em mais de 20 anos, a reforma da Previdência, uma reforma feita, em parte, nos Governos de Fernando Henrique Cardoso, Lula e Dilma; agora, no Governo Bolsonaro. É uma reforma que prevê, realmente, pequenas diferenças no sistema atual, mas que prevê uma economia de algo em torno de 1 trilhão de reais em 10 anos. Eu tenho aqui, Srs. Deputados e Sras. Deputadas, os números relativos ao déficit   da Previdência, do Regime Geral e da Previdência do servidor público: em 2011, o déficit foi de 51 bilhões; em 2012, 56 bilhões; em 2013, 64 bilhões; em 2014, 68 bilhões; em 2015, 95 bilhões; em 2016, 151 bilhões; em 2017, 182 bilhões; em 2018, 285 bilhões de reais. Tenho mais outra informação: em 2018, o déficit correspondeu a 10,5% do PIB. Se a reforma não tivesse sido aprovada no dia de ontem Š e espero que seja ratificada em segundo turno Š, em 2028 iria para 11,5%; em 2031,   iria para 13,5%; e, em 2058, iria para 17% do PIB. E mais, senhores: só do Regime Geral o déficit em 2020 seria de 8,63% do PIB; em 2025, 9,21%, mais de 1 trilhão de reais; em 2030, 1 trilhão, 511 bilhões de reais, 10,16% do PIB. Senhores, gastam-se quase 300 bilhões de reais dos recursos da União. O regime previdenciário está inibindo o investimento naquilo de que o Brasil mais precisa: nas rodovias, nas ferrovias, no desenvolvimento econômico. Vejam bem, em 2014 o Brasil investiu 77 bilhões de reais, já na crise. Já para 2019, a projeção é de 35 bilhões de reais. Então o investimento tem caído substancialmente. Em 1991, nós tínhamos 16 milhões de aposentados. Agora nós temos mais de 30 milhões, só do Regime Geral, fora o BPC. Meus amigos e minhas amigas, eu sou brasileiro, eu gosto do Brasil, eu defendo o Brasil, defendo as contas, mas não quero ver um dia o Presidente da República dizer que não paga o aposentado. Nós queremos não prejudicar ninguém. Eu fui radicalmente contra a inclusão do trabalhador rural e do Benefício de Prestação Continuada, mas o Governo retirou e fez muitas modificações. Como bem disse o nosso Relator, o seu relatório está bem mais avançado do que a própria proposta do Governo Š bem melhor! Eu sou a favor do Brasil, sou a favor da reforma da Previdência, sou a favor dos aposentados, sou a favor de todo o povo brasileiro, na certeza de que, meus senhores? De que nós poderíamos chegar um dia e não ter dinheiro para pagar. Então, votei a favor da reforma mais importante e vou trabalhar pela reforma tributária e por todas as reformas que possam contribuir para a melhoria da vida de cada homem e de cada mulher que vive no Brasil. Muito obrigado, Presidente. (Durante o discurso do Sr. Júlio Cesar, assumem sucessivamente a Presidência os Srs. Marcos Pereira, 1º Vice-Presidente, e Rodrigo Maia, Presidente.)
RODRIGO MAIA|DEM|RJ|Tem a palavra a Deputada Benedita da Silva.
BENEDITA DA SILVA|PT|RJ|Sr. Presidente, Sras. e Srs. Deputados, eu nunca usei esta tribuna para falar diretamente à bancada evangélica, mas quero me dirigir aos meus iguais, os que professam a mesma fé, e dizer: se há alguma verdade em tudo o que se está votando, por que não deixarmos claro que nenhuma pensionista, nenhuma viúva receberá menos que um salário mínimo?  (Palmas.) É o dízimo da viúva que nós estamos aqui a invocar, o dízimo daquela que nós precisamos ajudar no dia a dia, o dízimo daquela de que nós temos a responsabilidade de colocar comida na mesa. Por isso, eu rogo que votem "não", porque a Emenda nº 11 pode contemplar tudo isso.
JANDIRA FEGHALI|B|RJ|Peço a palavra para uma questão de ordem, Presidente, com base no art. 122 do Regimento Interno.
RODRIGO MAIA|DEM|RJ|Tem V.Exa. a palavra.
JANDIRA FEGHALI|B|RJ|Presidente, eu tive a informação, pelo Relator e outros Parlamentares, de que entraria uma emenda de redação na emenda aglutinativa. Não sei se isso foi feito, não foi esclarecido, não foi lido, e a votação está transcorrendo. Eu gostaria apenas de um esclarecimento da Mesa ao Plenário, porque, se houve alguma emenda, nós estamos em votação e não conhecemos essa alteração. Nós precisamos saber.
RODRIGO MAIA|DEM|RJ|Acabou de ser dada entrada a uma emenda de redação, que vai ser distribuída ao Plenário. Não há o que discutir sobre ela agora.
JANDIRA FEGHALI|B|RJ|Emenda de redação?
RODRIGO MAIA|DEM|RJ|De redação.
JANDIRA FEGHALI|B|RJ|Mas nós precisamos conhecer...
RODRIGO MAIA|DEM|RJ|Vão conhecer.
JANDIRA FEGHALI|B|RJ|...porque, pelo que informaram, é emenda de mérito.
RODRIGO MAIA|DEM|RJ|É de redação, vai ser distribuída ao Plenário. Tem a palavra o Deputado André Figueiredo.
ANDRÉ FIGUEIREDO|PDT|CE|Presidente, nós do PDT temos uma posição clara contrária a esta emenda, não pelo conteúdo relacionado à questão das mulheres, mas para que não prejudique o destaque do PCdoB. Como a bancada tem a compreensão de que era necessário se abster, o que na prática dá o mesmo que o "não", o PDT libera a bancada.
OTONI DE PAULA|PSC|RJ|Sr. Presidente, peço a palavra pelo PSC.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Otoni de Paula.
OTONI DE PAULA|PSC|RJ|Sr. Presidente, o PSC libera a sua bancada. Eu só quero pedir uma coisa aos Líderes da Frente Parlamentar Evangélica. Por favor, alguém defenda da tribuna o acordo que foi feito, tente explicar o acordo, porque nós vivemos de voto. Amanhã Š amanhã, não, hoje ainda Š, não vai dar para explicar o inexplicável às viúvas. Não dá. Portanto, alguém suba à tribuna e se defenda, porque, hoje ainda, o que se vai noticiar é que a Esquerda esteve ao lado da viúva, e o evangélico, não. Por isso, eu votei "não".  (Palmas.)
CLARISSA GAROTINHO|PROS|RJ|Declaração de voto, Sr. Presidente.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Giovani Cherini.
GIOVANI CHERINI|PL|RS|Sr. Presidente, nós estamos aqui discutindo essa emenda principalmente em relação às mulheres, em relação às viúvas. Nós estamos aqui com uma grande dúvida. Fomos consultar a nossa assessoria e nós temos a garantia de que estamos votando um projeto aqui que vai garantir no mínimo 1 salário mínimo para a viúva. É isso que eu estou votando. Eu não estou votando aqui em projeto que não pague o salário mínimo para a viúva.
JANDIRA FEGHALI|B|RJ|Não é verdade! Não é verdade! Não é verdade!
GIOVANI CHERINI|PL|RS|É isso que nós estamos afirmando aqui.
JANDIRA FEGHALI|B|RJ|Não é verdade!
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Silas Câmara.
SILAS CÂMARA|PRB|AM|Sr. Presidente, Sras. Deputadas e Srs. Deputados, eu quero me dirigir a esta Casa e ao Brasil como Presidente da Frente Parlamentar Evangélica. Sr. Presidente, quero dizer a V.Exa. que, de fato, essa emenda aglutinativa, como o projeto original, nos fez pensar muito sobre votar "sim" ou "não" a essa aglutinativa e sobre o desdobramento que ela causaria ao benefício de uma viúva com a garantia de no mínimo 1 salário mínimo. Deputados da Frente Parlamentar Evangélica, homens e mulheres, nem tudo deve ser votado pela dificuldade que nós vamos ter de explicar o que é completamente fácil de explicar, mas deve ser votado com o compromisso e a responsabilidade de entender que a lei votada garantiu aquilo que é nosso dever, como cristãos, como evangélicos, garantir a uma viúva. Nós não estamos votando contra a viúva, e eu quero explicar, se o Presidente me permitir. É simples: estamos, nessa aglutinativa, limpando todo aquele imbróglio do cálculo familiar, com todos os membros da família, para que seja abatido no salário da viúva. Agora vale apenas para o que ela tem de renda formal. Ela tendo uma renda formal, recebe 600 reais, e complementa-se automaticamente aquilo que deve ser no mínimo o salário mínimo. Explico já, Deputada. Muito bem, pessoal. Escute com atenção, bancada evangélica. Feito isso, vamos imaginar que a viúva perca o emprego. O nosso advogado, constitucionalista, Deputado Marcos Pereira nos ajudou na construção com o Presidente da Casa, e uma lei complementar regulamentará o que é, inclusive, a formalidade de uma renda. Para deixar claro, por exemplo: uma viúva aluga um pequeno quarto na sua casa por 100 reais, e a pessoa, de má-fé, porque não quer pagar o aluguel do quartinho da viúva, vai a público e diz que ela tem uma renda formal. Isso em projeto de lei complementar será esclarecido, o que é formalidade. E, quanto à palavra "formal" nesse texto, o destaque está sobre a mesa, que foi patrocinado pelo Partido Republicano Brasileiro, e já está ali para ser votado ao final, como manda o Regimento. Ao ser votado, teremos: primeiro, a segurança da palavra "formal" no texto; segundo, a garantia, por portaria do Governo Federal, que editará imediatamente, na Previdência, a garantia de um gatilho, tirando a burocracia do pobre de que, ao perder o emprego, a viúva não precisa ir ao INSS. Hoje existem ferramentas para cruzar o CPF e, imediatamente, repor digitalmente aquilo que seria prejuízo. O Governo Federal fez a sua parte. E o Deputado Rodrigo Maia, como Presidente desta Casa, novamente se superou, construindo, junto com o Deputado Marcos Pereira, Presidente do PRB, e com a Frente Parlamentar Evangélica, um acordo. Portanto, a frente vota "sim".  (Palmas.)
RODRIGO MAIA|DEM|RJ|Concedo a palavra à Deputada Clarissa Garotinho.
CLARISSA GAROTINHO|PROS|RJ|Sr. Presidente, Sras. e Srs. Deputados, eu sou mulher e integro a bancada feminina, mas o que está acontecendo aqui é uma manobra do Governo usando a bancada feminina. Esse não foi o acordo. Esse não foi o acordo.  (Palmas.) Eu, inclusive, propus uma emenda para corrigir a questão das mulheres, mas ela não foi acatada na Comissão Especial da Reforma da Previdência. Eu fiz uma emenda que corrigia a situação da mulher, e o Relator a rejeitou. Nós temos outro destaque pautado aqui para corrigir a situação da mulher, mas querem derrubá-lo. O Governo vem agora dizer que vai, por portaria, corrigir o que está sendo aprovado aqui numa PEC, mas isso é absolutamente frágil, pois pode cair a qualquer momento. Nós não podemos aqui defender as mulheres e ir contra as viúvas. Pelo amor de Deus, Sras. e Srs. Deputados, coloquem a mão na consciência! A PEC está clara: no caso de pensão por morte, a viúva receberá apenas 60% do salário. Isso é inadmissível!  (Palmas.) Eu sou mulher, votarei contra esse destaque e espero ter a oportunidade de votar o próximo destaque, que corrige a situação das mulheres. Nós não podemos permitir que viúvas sobrevivam com 60% de um salário mínimo. Sras. e Srs. Deputados, qual é o valor do salário de cada um de nós aqui dentro? Quanto custa o plano de saúde dos seus filhos? Quanto custa a escola dos seus filhos? E V.Exas. querem que uma viúva sobreviva com 60% do salário? Isso é uma vergonha! Isso é uma indignidade! E ainda querem dizer que essa PEC é para cortar privilégios?! Deixar uma viúva vivendo com 60% de um salário mínimo é uma vergonha. Eu sou mulher e não concordo com a manobra do Governo. Defendo as mulheres, defendi 15 anos de contribuição para as mulheres, apresentei emenda, mas não votarei a favor de uma manobra do Governo para prejudicar as viúvas pensionistas deste Brasil.  (Palmas.)
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Lucas Gonzalez, do NOVO.
LUCAS GONZALEZ|NOVO|MG|Presidente, a bancada do NOVO acabou de conversar com o Secretário Rogério. Entendemos melhor esse destaque. Continuamos acreditando que o Brasil precisa retomar a agenda do crescimento econômico e da produtividade e ganhar renda, mas mudamos o nosso encaminhamento, pois acreditamos que esse destaque não vai ter o impacto fiscal que imaginamos que teria, após um esclarecimento da bancada do NOVO, junto com o nosso Secretário Rogério.
RODRIGO MAIA|DEM|RJ|O NOVO vota "sim".
LUCAS GONZALEZ|NOVO|MG|Peço 1 minuto para mudarmos o nosso voto.
RODRIGO MAIA|DEM|RJ|Sim. Concedo a palavra à Deputada Maria do Rosário.  (Pausa.)
SILAS CÂMARA|PRB|AM|Sr. Presidente...
RODRIGO MAIA|DEM|RJ|Concedo a palavra ao Deputado Silas Câmara.
SILAS CÂMARA|PRB|AM|Sr. Presidente, eu peço a V.Exa. a oportunidade de falar. Muitos Deputados estão me procurando e trocando o voto, porque eles ainda não tinham visto a nossa posição. Peço à bancada evangélica que vote "sim", por favor.
RODRIGO MAIA|DEM|RJ|Tem a palavra a Deputada Maria do Rosário.
MARIA DO ROSÁRIO|PT|RS|Sr. Presidente, eu peço a palavra a V.Exa. para dizer que nós precisamos, como Parlamento, justificar a soberania popular, que nos trouxe até aqui. O significado disso é estarmos atentos às necessidades que as pessoas têm. Sr. Presidente, V.Exa. foi amplamente vitorioso ontem. A nossa ideia era não fazermos a reforma. Ontem, neste plenário, não conseguimos aprovar a nossa perspectiva. V.Exa. venceu com a sua perspectiva de reforma da Previdência. Então, por que hoje, quando nós estamos votando questões que dizem respeito aos mais pobres, que dizem respeito àqueles que nada têm, não podemos dar essa vitória a essas pessoas, garantir que essas pessoas possam viver com o mínimo de dignidade? Colegas, nós estamos falando em pessoas que recebem um salário mínimo, em pessoas que acabaram de perder o marido ou a esposa e que só têm, para a manutenção da sua vida, a pensão. É falsa a ideia, colegas, de que a pensão não será menor do que o mínimo. Será, sim! A lei está aí sendo votada com 60% do salário mínimo. E não adianta dizerem que se vai complementar o salário da mulher com pensão menor do que o mínimo. E se ela perder o emprego? Se uma mulher perder o emprego e ganhar o salário mínimo, quando ela estiver recebendo só os 60% da pensão, ela ficará só com 60% da pensão? Ou o INSS irá rediscutir isso? Ela ficará com 60% do salário mínimo como renda! E o trabalho formal só dificulta, porque agora ela vai preferir não formalizar... (Desligamento automático do microfone.)
DANIEL ALMEIDA|B|BA|Sr. Presidente, eu ouvi aqui a informação...
RODRIGO MAIA|DEM|RJ|Estamos alternando um orador de um lado com um de outro. Agora falará o Deputado Bibo Nunes.
DANIEL ALMEIDA|B|BA|Estou aguardando aqui há um tempo, Sr. Presidente.
RODRIGO MAIA|DEM|RJ|Sim, mas ela falou como oradora de um lado, e agora falará um orador do outro.
BIBO NUNES|PSL|RS|Exmo. Presidente, nobres colegas, principalmente colegas da Oposição, que dizem que eu sou muito combativo, nós estamos vivendo um momento histórico aqui neste plenário. Nós vamos colocar o Brasil no seu devido lugar. Amigos, colegas da Oposição, eu peço desculpas a V.Exas. se em algum momento eu ofendi alguém, se alguém me entendeu mal. Eu peço desculpas a todos da Oposição. Queremos união por um novo Brasil. Por favor, vamos juntos votar a nova Previdência. Muito obrigado.
RODRIGO MAIA|DEM|RJ|Todos votaram?  (Pausa.) Está encerrada a votação.  (Pausa.) Resultado da votação: Ficam prejudicadas as Emendas Aglutinativas nºs 6, 7 e 11 e os Destaques nºs 1 e 74.
ERIKA KOKAY|PT|DF|Quero fazer uma questão de ordem, Presidente.
RODRIGO MAIA|DEM|RJ|Pela Liderança do PSOL, tem a palavra o Deputado Ivan Valente. Depois ouvirei a questão de ordem.
IVAN VALENTE|PSOL|SP|Sr. Presidente, Sras. Deputadas e Srs. Deputados, eu acho que a votação, ontem, da reforma previdenciária deixou muito clara uma narrativa. Esta votação que nós acabamos de fazer é a votação da simbologia do que é uma proposta fiscalista, do que é uma proposta que quer sacrificar os de baixo. Na verdade, o que a reforma fez foi sacrificar as trabalhadoras e os trabalhadores brasileiros. Trabalharemos todos mais, principalmente os de baixo, receberemos menos ou nunca nos aposentaremos. Essa é a lei dessa reforma. Em segundo lugar, eu não vi nem o Relator nem ninguém do outro lado, o lado que defende a reforma, dizer por que o abono salarial tem que entrar aqui se ele não é previdenciário. Ele não é previdenciário! Eles vão garfar 100 bilhões de reais de trabalhadores que ganham de 1.300 a 2 mil reais. Eles vão empobrecer a população. Eu não vi ninguém do outro lado vir defender que as contribuições têm que ser sobre 100% da vida laboral do cidadão, da cidadã, e não 80%. Quando a pessoa começou a trabalhar era um aprendiz, era um servente de pedreiro, e isso rebaixará de 20% a 30% o salário de todos os beneficiários. E aqui ficaram mais claras as questões. Na verdade, a bancada evangélica se sensibilizou com a questão das viúvas, com a questão das pensões, porque tem um contato direto com a pobreza também. Eles sabem que uma pessoa que fica viúva receber menos de um salário mínimo... Isso para mim inclusive é inconstitucional: nenhum brasileiro pode receber menos de um salário mínimo. Em segundo lugar, a pensão, somada com qualquer outro valor, como um pequeno aluguel perto de uma favela, não pode dar mais de um salário mínimo, então a viúva vai ganhar 600 reais. Isso é uma miséria, é um escândalo! O que eu ouvi ali agora significa o seguinte: o que eles não querem é passar a simbologia para fora, Deputada Erika. Eles estão perdendo 2 bilhões, 3 bilhões com as viúvas, mas podem perder 84 bilhões com os ruralistas, fazendeiros, exportadores, ricos. A miséria é que paga a conta aqui no Plenário, e a questão das viúvas prova exatamente isso. Agora se propõe uma burocracia, que é fazer uma lei complementar para depois a pessoa se justificar no INSS, para chegar a um salário mínimo, quando nós poderíamos ter votado aqui um destaque que estabeleceria, imediatamente, no mínimo um salário mínimo. Foi uma vergonha esta votação! Perdoem-me, Parlamentares evangélicos. Deveriam ter votado com as viúvas totalmente.
RODRIGO MAIA|DEM|RJ|Tem a palavra a Deputada Erika Kokay.  (Pausa.)
ALICE PORTUGAL|B|BA|Peço a palavra para uma questão de ordem, Presidente.
