autor|partido|uf|discurso
MARCELO RAMOS|PL|AM|Eu pedi a palavra ao Relator para fazer um apelo. Nós estamos com uma sessão bastante esvaziada, e a leitura é de um relatório de 190 páginas, do qual nós estamos ainda na 18ª página. Portanto, nós ainda temos, pelo menos, umas 3 ou 4 horas de leitura de relatório, em uma sessão em que mesmo os Deputados que estão aqui tendem a ter que se deslocar para os seus Estados. Diante do que está pactuado, da Sessão de Debates de terça-feira, diante da concessão que nós fizemos para ouvir todos os Líderes no início e diante do compromisso de garantir todas as inscrições Š e todos tiveram acesso ao relatório Š, eu quero fazer um apelo para que nós possamos acordar aqui, sem nenhum risco de quebra do pactuado anteriormente, que fosse lido só o voto. Eu gostaria de fazer esse apelo aos Deputados que estão aqui, com a mesma regra que eu sempre tenho adotado: se um discordar, nós vamos ler tudo. Nós estamos prontos para ler tudo e ficar aqui o tempo que for necessário. Tem a palavra o Deputado Pompeo de Mattos.
POMPEO DE MATTOS|PDT|RS|Sr. Presidente, eu quero aqui, primeiramente, cumprimentar V.Exa. e, especialmente, o Relator e reafirmar a fidalguia, a maneira generosa, coerente e respeitosa com que V.Exa. sempre nos tratou aqui na Comissão e as posturas que V.Exa. teve na direção dos trabalhos. Isso é extremamente relevante. Nós podemos divergir de V.Exa. no que diz respeito, como dizia o Dr. Brizola, ao "contiúdo", mas no jeito, na forma, na expressão, na maneira de fazer, V.Exa. tem sido exemplo, que, aliás, é preciso ser absorvido, compreendido e copiado por outras eventuais Comissões que possamos ter de temas tão palpitantes, como é o caso da reforma da Previdência. Não é diferente a postura do nosso Relator, o Deputado Samuel Moreira, que tem sido generoso. Aliás, V.Exa., Deputado Marcelo Ramos, esteve no Rio Grande do Sul. Esteve lá e fez um debate no meio do povo, enfrentando as adversidades, as agruras do debate. Então, tudo isso nós precisamos reconhecer. Agora, de maneira objetiva, o relatório apresentado pelo Relator, na verdade, já foi apresentado à mídia, já está consolidado nas mídias sociais. A imprensa toda tem, nós temos, cada um dos nossos gabinetes tem. Está ali expresso, exposto. Muitos estão impressos. Nós temos, inclusive eu, um impresso. Já há estudos por parte da assessoria do PDT. Nós já temos, inclusive, uma leitura prévia de toda essa situação. Via de consequência, nós achamos, sim, que Š e eu sou daqueles que faz coro e compreende a vossa preocupação Š é desnecessário fazer a leitura. Isso é um protocolo que pode ser perfeitamente dispensável porque seria para dar publicidade, que já foi dada. Nós já temos conhecimento de tudo. Eu já tenho um estudo do que o Relator apresentou, daquilo que eu concordo e daquilo que eu discordo, dos avanços. E houve bastante avanço. Nós do PDT vamos ter uma reunião final para nos posicionar. Para mim, ainda não é suficiente, mas não posso desconhecer o parecer, até porque nós cobramos muito na questão dos rurais, na questão do BPC, na questão dos professores, na qual, ainda que não tenha avançado tanto, houve avanços Š mas nós queremos mais Š, na questão do RGPS Š Regime Geral da Previdência Social, que trata dos trabalhadores que têm carteira assinada, com o que nós temos muitas angústias, pois entendemos que 40 anos de contribuição e 65 anos de idade ainda é um exagero. Mas esse é um debate que nós vamos fazer na manifestação individual de cada um. Eu quero encerrar a provocação que eu recebo do Presidente. Estava ao seu lado, Presidente Marcelo Ramos, e vi o Relator já quase afônico ao ler 18 páginas com letras miúdas para expressar o conteúdo da sua relatoria. Se na leitura dessas 18 páginas ele já estava com dificuldades Š o que é natural, pois somos humanos Š, imaginem 180 páginas!
SILVIO COSTA FILHO|PRB|PE|Deputado, quero só para fazer uma sugestão a V.Exa., tendo em vista a preocupação com o nobre Relator, o Deputado Samuel. O voto do Relator tem 30 páginas. Não sei se caberia fazer só a leitura do voto, mas como tão bem disse o nosso Presidente Marcelo, ele só vai tomar qualquer decisão se for de comum acordo do Plenário e do Relator Samuel.
POMPEO DE MATTOS|PDT|RS|Perfeito. É exatamente nisso que eu ia chegar. Eu sou o Vice-Líder da Minoria Š claro que eu não consultei a Minoria, mas estou aqui como Vice-Líder e como tal tenho que me posicionar Š e sou integrante da bancada do PDT. Eu não vejo por que fazermos a leitura daquilo que nós já temos, daquilo que a grande maioria de nós já leu, daquilo que já estamos até estudando para fazer a compreensão e até mesmo o contraponto com as decisões do Relator com as quais não concordamos. Enfim, não vejo por que gastarmos tempo fazendo a leitura, ou a releitura, e levar o Relator a esse sacrifício por conta daquilo que nós já temos. Diante disso, Sr. Presidente, eu só queria concluir dizendo duas coisas: da minha parte, a leitura do voto é suficiente. Talvez, se concordarem comigo, podem até dispensar a leitura do voto. Mas eu diria que, no máximo, faz-se a leitura do voto. E, Sr. Presidente, V.Exa. tem que nos garantir os debates a partir de terça-feira, conforme já acordado e já Reunião de: 13/06/2019 encaminhado, porque, mesmo sendo concluída a leitura de forma mais rápida por parte do Relator, não podemos começar os debates hoje, até porque muitos Deputados já viajaram, porque não contavam...
MARCELO RAMOS|PL|AM|Deputado Pompeo, eu nem posso começar os debates hoje porque a realização dos debates depende do prazo dos pedidos de vista. Fique tranquilo quanto a isso.
POMPEO DE MATTOS|PDT|RS|Exatamente. E obviamente que nós do PDT e outros partidos vamos pedir vista, até para que possamos ter o tempo necessário para ler, para reler Š já lemos, mas vamos reler Š, para nos aprofundar, para debater com a assessoria, com a equipe, em reuniões técnicas, em reuniões políticas, porque se trata de um arcabouço, um envolvimento, uma obra. Isso não é pouca coisa, é algo importante. Nós sabemos que uma reforma é feita uma vez a cada 10 anos, tanto que a questão da Previdência foi consolidada na Constituição de 1988, reformada em 1998 e 1999 pelo Fernando Henrique Cardoso, depois reformada em 2003, após 5 anos, pelo Presidente Lula; depois, passaram-se 6 anos com a Presidente Dilma; e chegamos agora ao Governo do Presidente Bolsonaro. Há todo um arcabouço, toda uma magnitude e uma grande responsabilidade nossa, porque lá fora as pessoas vão nos cobrar:  "Foi isso que vocês fizeram? Mas os Deputados Pompeo e Fontana não estavam lá?"  Nós estávamos. Então, nós temos de dar as nossas respostas. Por isso, Sr. Presidente, eu quero concordar com a sua manifestação. Para nós está dispensada a leitura. Quanto ao voto, eu gostaria que os colegas dos outros partidos de Oposição considerassem se é possível dispensar o voto em si. A verdade é que nós temos tudo em mãos. V.Exas. e os colegas Deputados podem se manifestar nesse contexto. Muito obrigado.
MARCELO RAMOS|PL|AM|Eu ouço o Deputado Vitor Lippi, depois o Deputado Bira do Pindaré. Eu acho de bom tom, porque a sessão está sendo transmitida e a população está assistindo, que pelo menos o voto seja lido por nós. Certo?
POMPEO DE MATTOS|PDT|RS|Sr. Presidente, a leitura do voto seria o ideal.
MARCELO RAMOS|PL|AM|Nós daríamos como lido o relatório e o substitutivo e faríamos a leitura do voto. Mas só se houver a concordância de todos que estão aqui. Concedo a palavra ao Deputado Vitor Lippi.
VITOR LIPPI|PSDB|SP|Perfeito. Eu acho isso de bom tom. Nós vamos passar agora para uma fase que é meramente formal, porque todos já têm conhecimento da matéria, mas eu acho que ler o voto seria importante como parte do rito que deve ser seguido pelo menos na sua forma mínima, ou seja, lendo-se diretamente o voto. Eu gostaria de aproveitar para cumprimentá-lo, Presidente Marcelo Ramos. Todos nós reconhecemos o seu esforço, a qualidade do seu trabalho, a sua Liderança nesse processo. V.Exa. está de parabéns! Sabemos que este assunto é difícil, complexo, polêmico, mas nós vemos o seu equilíbrio, a sua harmonia e o seu respeito por esta Casa prevalecerem o tempo todo. Cumprimento também o Deputado Samuel Moreira e o Deputado Silvio Costa Filho pela seriedade na condução desse trabalho. Todos estão dando certamente um belíssimo exemplo de como devemos conduzir a democracia. Mesmo num debate de ideias, eu acho que esse respeito, esse equilíbrio, essa seriedade devem sempre ser a marca desta Casa. Meus cumprimentos a V.Exas.
MARCELO RAMOS|PL|AM|Obrigado, Deputado Vitor Lippi. Fico sensibilizado com as palavras de V.Exa. e de outros Deputados. Eu tenho pedido a Deus muita serenidade. Eu, o Deputado Silvio e o Deputado Samuel estamos tocando num caminho que engrandece o Parlamento e que passa uma boa mensagem à sociedade. Concedo a palavra ao Deputado Bira do Pindaré e depois ao Deputado Ivan Valente.
BIRA DO PINDARÉ|PSB|MA|Sr. Presidente, eu pensei até que esse entendimento já estava estabelecido previamente, mas o Relator se dispôs a fazer a leitura da integralidade do relatório. Estávamos sendo resistentes, porque de fato o plenário já está bastante esvaziado, numa quinta-feira. Considerando que nós já recebemos por escrito o inteiro teor do Relatório Š está aqui em nossas mãos Š, que as nossas consultorias e assessorias já estão fazendo as análises, podemos, sim, avançar, fazendo somente a leitura do voto, porque eu acho que essa é uma questão protocolar importante, e indo para o debate político. Vi aqui que há pontos que já avançaram, Reunião de: 13/06/2019 mas infelizmente, Sr. Relator, há outros que não conseguimos avançar o suficiente. Isso vai ser objeto para as nossas discussões aqui, nos próximos dias, e para as nossas votações tanto na Comissão quanto no plenário. Portanto, estou de pleno acordo com que seja feita apenas a leitura do voto.
MARCELO RAMOS|PL|AM|Obrigado, Deputado Bira do Pindaré. Concedo a palavra ao Deputado Ivan Valente. Depois, ao Deputado Henrique Fontana e ao Deputado Major Vitor Hugo.
IVAN VALENTE|PSOL|SP|Sr. Presidente, Sr. Relator, Sr. Vice-Presidente, até este momento o Relator deve ter lido vinte e poucas páginas das 59 páginas do relatório. Nós poderíamos poupar o Relator dessa parte, mas eu acho que é importante a leitura do voto, que é a síntese da reforma. Eu acho que depois as assessorias vão decifrar melhor o texto propriamente dito. Então eu peço que se dê início à leitura do voto.
MARCELO RAMOS|PL|AM|Obrigado, Deputado Ivan Valente. Concedo a palavra ao Deputado Henrique Fontana.
HENRIQUE FONTANA|PT|RS|Sr. Presidente, nós também estamos de acordo com a proposta de V.Exa.: ler apenas o voto. Quero só reforçar aqui que, de fato, o debate de mérito, que será forte e muito qualificado, vai se iniciar na terça-feira, quando nós todos, em diferentes falas, vamos entrar em cada detalhe do relatório que o Deputado Samuel Moreira entregou há poucas horas à Casa. Todos nós estamos estudando cada detalhe desse relatório. A forma que V.Exa. propôs, de que todos os Parlamentares vão poder usar a palavra a partir de terça-feira, sendo 10 minutos para os não membros e 15 minutos para os membros da Comissão e os Líderes, vai nos permitir horas de debates extremamente instrutivos e construtivos, que vão permitir à população também compreender os detalhes. O nosso papel como Parlamentar é exatamente decodificar cada um desses itens, artigos e páginas que estão sendo propostos, porque isso mexe com a vida de milhões de pessoas. Uma leitura verbal e exaustiva do nosso Relator aqui seria só cansativo e pouco produtivo, porque não é o que vai, de fato, mudar ou mexer ponteiros. Os prazos, as datas, tanto para a Oposição, que quer fazer de tudo, Deputado Pompeo de Mattos, para ganhar tempo nesse debate e postergar, sim, a votação, quanto para o Governo, que quer abreviar os tempos Š esse é o embate democrático Š, este momento da sessão que nós estamos passando, Presidente, não os altera em nada. Então nós estamos de pleno acordo com o encaminhamento. Aproveito para já pedir vista, porque a vista pode ser pedida inclusive antes da leitura do voto do Relator. Já deixo claro que vamos pedir vista, o que nos garante 2 dias e a segurança para... Nem precisaríamos pedir, porque já temos a sua palavra de que o debate só vai começar na terça-feira, mas, para não abrir mão da questão regimental, eu já peço vista.
MARCELO RAMOS|PL|AM|Será dada vista coletiva a todos os membros da Comissão ao final da leitura do relatório. Eu vou ouvir a Deputada Perpétua Almeida, mas quero começar dando um fim a isso, para não gastarmos um tempo com falas e, no final, isso não dar em nada. Alguém discorda de que seja lido só o voto?  (Pausa.) Então vamos seguir com as falas. Concedo a palavra à Deputada Perpétua Almeida. Depois, ao Deputado Major Vitor Hugo e à Deputada Alice Portugal.
PERPÉTUA ALMEIDA|B|AC|Sr. Presidente, quero só reforçar que eu acho importante o acordo que se fez neste momento. O nosso amigo Relator, Deputado Samuel Moreira, já provou que tem garganta e que ela é boa. Eu não sei como é que vai estar à noite, quando terminar. Foi até importante encontrarmos essa solução, essa saída, porque assim ele está podendo comer um pouquinho. Já vi a lista, em que há mais de 100 Deputados inscritos Š exatamente 130. Eu acho importante que o Relator leia o seu voto, pois trabalhou tanto por isso. Como há o entendimento de que, mesmo com a convocação de sessão extraordinária para segunda-feira, nós não vamos fazer o debate na segunda-feira, iniciando-o apenas na terça-feira, acho mais do que justo que façamos a leitura apenas do relatório. Já foi anunciada a concessão de vista aos Parlamentares, mas estou pedindo vista pelo PCdoB. Então, concordamos com esse entendimento. Muito obrigada.
MARCELO RAMOS|PL|AM|Obrigado, Deputada. Concedo a palavra ao Deputado Major Vitor Hugo. Reunião de: 13/06/2019 Só peço que as falas sejam curtas, senão vamos demorar mais tempo discutindo do que demoraríamos lendo.  (Risos.) Estou brincando. Foi só uma brincadeira. Microfone para Deputado é uma maldade.  (Risos.)
MAJOR VITOR HUGO|PSL|GO|Presidente, quero falar bem brevemente para cumprimentar todos os Líderes por esse acordo. Nós já havíamos proposto isso na primeira reunião, hoje de manhã. Naquele momento, não conseguimos acordar, mas agora sim. Cumprimento particularmente o Deputado Pompeo de Mattos, que nos ajudou a construir isso neste momento.
MARCELO RAMOS|PL|AM|Concedo a palavra à Deputada Alice Portugal.
ALICE PORTUGAL|B|BA|Sr. Presidente, Sr. Relator, como eu estive participando de todo o processo de debate sobre os encaminhamentos, eu quero dizer que, de fato, seria muito interessante termos uma visão global do relatório. É evidente que, mesmo viajando no final de semana para atender às bases e lutar contra essa reforma da Previdência, nós vamos ler o relatório inteiro. Então, a leitura do voto desde o início me pareceu satisfatória. Acredito, Relator Samuel, que a nossa expectativa, ao pedir vista... Quero consignar, como membro titular desta Comissão, o pedido de vista em nome do PCdoB, partido que represento aqui na titularidade. Quero dizer que, efetivamente, nós precisamos que V.Exa. tenha alguma sensibilidade para mudar mais algumas coisas no relatório, porque o que pude ver, de maneira muito rápida, é que se retrai um pouco a aposentadoria da mulher, mas se passa do 85/95 para o cálculo 100/105. Então, lamentavelmente, ainda há muitas pendências e uma dureza muito grande com os mais pobres e com os direitos. Também em relação ao abono salarial, quero insistir que não se trata de matéria previdenciária, mas clamo a V.Exa. que analise essa questão. Ainda, em nome dos professores brasileiros, faço um apelo para que avance um pouco mais. Eu quero dizer que os avanços serão reconhecidos. Quero dizer também que não é justo que a Oposição e o movimento popular que V.Exa. ouviu nas audiências públicas sejam apartados desse processo de convencimento. Então, queria, com essas palavras, pedir a V.Exa. que possa flexionar mais um pouco, dizer que concordo com a leitura apenas do voto e consignar o pedido de vista pelo PCdoB.
MARCELO RAMOS|PL|AM|Deputado Paulo Teixeira, sem querer,  a priori , limitar V.Exa., eu só peço que seja breve, porque, como eu disse, seríamos mais rápidos lendo o relatório.
PAULO TEIXEIRA|PT|SP|A previsão de leitura de hoje iria até às 18 horas. Portanto, não serei eu quem vai atrasar algo que foi acordado.
MARCELO RAMOS|PL|AM|Fiz uma brincadeira, Deputado Paulo. Não aceite a provocação. Isso foi uma brincadeira.  (Riso.)
PAULO TEIXEIRA|PT|SP|Sr. Presidente, eu quero dizer que as mobilizações ocorridas nas ruas brasileiras, principalmente no dia 15 de maio e no dia 30 de maio, foram responsáveis pela retirada de parte das grandes maldades que estavam na proposição que veio do Ministro Paulo Guedes: retirou-se a alteração no Benefício de Prestação Continuada, retiraram-se mudanças na aposentadoria rural, retiraram-se dispositivos que desconstitucionalizavam garantias e direitos que estão na Constituição e retirou-se a malfadada capitalização. E eu quero dizer que, pela olhada que dei Š e pela olhada que algumas pessoas deram Š no relatório do Deputado Samuel Moreira, na minha opinião, o Deputado Samuel Moreira ficou no meio do caminho. Por que ele ficou no meio do caminho? Porque ele mantém aquele núcleo de maldades no Regime Geral de Previdência Social, núcleo de maldades que confisca parte da aposentadoria das pessoas que recebem baixas aposentadorias no Brasil. Esse núcleo deveria ser retirado igualmente, porque as ruas vão exigir amanhã, na greve geral, a retirada desse confisco que recai sobre os mais pobres. Portanto, essa é uma parte do meio do caminho em que o Deputado Samuel ficou no seu relatório. A outra parte do meio do caminho é a criação de um dispositivo tímido para cobrar dos bancos. Ele deveria ter ido adiante para garantir que as transações financeiras fossem tributadas em maior escala no Brasil, porque está aí grande parte da informalidade. Portanto, esse relatório não vai na direção correta na medida em que não tributa as operações financeiras. O objetivo de economizar 1 trilhão de reais, como está posto no Regime Geral, é um confisco, é rebater sobre os mais pobres. Portanto, como esse relatório não é um relatório final, eu acho que o Deputado deveria ir adiante: adiante em tributar as operações financeiras e adiante em retirar o confisco sobre os baixos salários. Eu quero dizer o seguinte: quem derrotou a CPMF nesta Casa foi a Direita e os bancos. E agora...
MARCELO RAMOS|PL|AM|Eu peço a V.Exa. que conclua, Deputado Paulo. Reunião de: 13/06/2019
PAULO TEIXEIRA|PT|SP|Nós deveríamos ter colocado...
MARCELO RAMOS|PL|AM|Eu peço a V.Exa. que conclua.
PAULO TEIXEIRA|PT|SP|Eu vou concluir. Esse relatório deveria fazer uma tributação sobre as operações financeiras para pegar o grande processo de evasão fiscal que ocorre no Brasil por parte dos endinheirados. Por isso, eu quero dizer que nós temos que, neste processo, derrotar esse relatório caso ele não sofra modificações e exigir modificações, no processo posterior, para melhorar a qualidade desse relatório. Portanto, eu quero comemorar os ganhos e dizer que continuaremos na batalha para evitar os confiscos que estão previstos nesse relatório, nas suas 150 páginas, pelo pouco que pudemos conhecer dele.
MARCELO RAMOS|PL|AM|Obrigado, Deputado Paulo Teixeira. Eu não tenho como não dar a palavra ao Deputado Perondi. Tem a palavra o Deputado Darcísio Perondi. Só não bote fogo!  (Risos.)
DARCÍSIO PERONDI|MDB|RS|Parabéns, Deputado Samuel Moreira, pelo relatório justo, equilibrado, inteligente e que será bom para todos os brasileiros, ao contrário do que se diz. O relatório confirma que a reforma vai ajudar quem ganha bem menos e que já trabalha muito: as pessoas que ganham 1 salário mínimo ou menos, ou 2 ou 3 salários mínimos. Quem está no topo do Regime Geral de Previdência... Eu ouvi, 1 hora atrás, a maior Líder do PT dizer:  "Ah, qualquer coisa de 5 mil reais".  Pelo amor de Deus! Imaginem! Os assalariados vão achar que qualquer coisa de 5 mil reais... É o sonho de qualquer um ganhar o topo da Previdência, que não é 5 mil reais. A maioria ganha...
